delta,end_arrival,kind,left_signed_increment,level,order,parent_chunk_id,right_signed_increment,start_arrival
0.021882887010450602,44,validation,0.01154698738602189,2,blocked,5ba59ad502fe975c2de9f18e66b683dd4e6c339415250b6c19a7faffec787320,0.021882887010450602,41
0.010353987102870166,74,source,0.00648256794901747,1,blocked,5c10a3c4888efb2ef8204602d953096f068067b4980902de95c7c7e711ea1082,0.010353987102870166,73
0.0036130370974603036,74,validation,0.0036130370974603036,1,blocked,5c10a3c4888efb2ef8204602d953096f068067b4980902de95c7c7e711ea1082,-0.009862547799487364,73
0.031525549683201246,128,source,0.02944178202903965,6,blocked,5da4d22b46a30c1e2881e0d5bf884a67b7f49521236bd2ff57462e590c080f27,0.031525549683201246,65
0.009886188442424131,128,validation,0.009886188442424131,6,blocked,5da4d22b46a30c1e2881e0d5bf884a67b7f49521236bd2ff57462e590c080f27,-0.004223396600758476,65
0.02987035840131381,72,source,0.02987035840131381,3,blocked,5f434a818f859fcf18d0e86eb77af943b065c266ea51fdd0cfecf06e462f0cfe,0.029369378550913147,65
-0.00408945781851755,72,validation,-0.00408945781851755,3,blocked,5f434a818f859fcf18d0e86eb77af943b065c266ea51fdd0cfecf06e462f0cfe,-0.019286356497049573,65
0.05613247549076896,32,source,0.05613247549076896,4,blocked,61bba7d43a6660f1f5177098376a553999c453c51223327d88933bde68c439b8,0.03808737485451291,17
0.0003112902575239662,32,validation,-0.0402529518655006,4,blocked,61bba7d43a6660f1f5177098376a553999c453c51223327d88933bde68c439b8,0.0003112902575239662,17
0.04609558575139577,48,source,0.04609558575139577,4,blocked,6320e73dfaff0cf509d364ddf54d6bc2a4a660fe37a041fcc519ee5745308859,0.041648396871363375,33
-0.005177554405725093,48,validation,-0.009229411526618492,4,blocked,6320e73dfaff0cf509d364ddf54d6bc2a4a660fe37a041fcc519ee5745308859,-0.005177554405725093,33
0.020168815968681253,102,source,0.013614010202652516,1,blocked,6382e9a8bd4fea2104f608fcfe4b05337abb15fff2939930d9cf988f41649939,0.020168815968681253,101
-0.006466820395204519,102,validation,-0.019101821929510265,1,blocked,6382e9a8bd4fea2104f608fcfe4b05337abb15fff2939930d9cf988f41649939,-0.006466820395204519,101
0.020906301943516947,50,source,0.01721434543602962,1,blocked,64fcb571ebc124d5bfc52fb6200ab17e54b0ce6ace2e628e4fc7c5791fc7207d,0.020906301943516947,49
0.0078671125560279,50,validation,-0.00020026137937501076,1,blocked,64fcb571ebc124d5bfc52fb6200ab17e54b0ce6ace2e628e4fc7c5791fc7207d,0.0078671125560279,49
0.03359986190141712,56,source,0.030903980754405983,2,blocked,6592fe9db3737f642c54c0b2194c27428733dcd9ad1d81d12267987093ccb858,0.03359986190141712,53
-0.002332470052683444,56,validation,-0.02487152021201844,2,blocked,6592fe9db3737f642c54c0b2194c27428733dcd9ad1d81d12267987093ccb858,-0.002332470052683444,53
0.029341637189289328,128,source,0.029341637189289328,3,blocked,65ad18d47f4df710454ac11a84bc4f58177c4e0ff84efb1bf3fbc13bd3008c3d,0.028470774363722896,121
0.00026020476709209817,128,validation,0.00026020476709209817,3,blocked,65ad18d47f4df710454ac11a84bc4f58177c4e0ff84efb1bf3fbc13bd3008c3d,-0.0025431912597009276,121
0.023855358236867127,20,source,0.02060866220807568,2,blocked,67b321123a5cbd55ef2d54d165667f537a2131d01269e5be42e90f97f258423f,0.023855358236867127,17
-0.01689718885624658,20,validation,-0.02373465198151603,2,blocked,67b321123a5cbd55ef2d54d165667f537a2131d01269e5be42e90f97f258423f,-0.01689718885624658,17
0.021180366804980144,38,source,0.021180366804980144,1,blocked,67b8cd7b76902fc0421036a2ae2b489c11eeb12b0767f0dc26b67fc6762881a1,0.01482894524885059,37
-0.014667646922088108,38,validation,-0.01844730993156185,1,blocked,67b8cd7b76902fc0421036a2ae2b489c11eeb12b0767f0dc26b67fc6762881a1,-0.014667646922088108,37
0.032328034744255406,160,source,0.032328034744255406,2,blocked,6a172cab2ea3b2b09232dfcebbc19f50263adb7bc2766761c4f99554bce0f753,0.029179700122124088,157
-0.007944114104346145,160,validation,-0.007944114104346145,2,blocked,6a172cab2ea3b2b09232dfcebbc19f50263adb7bc2766761c4f99554bce0f753,-0.035426560433821086,157
0.010272232586804764,88,source,-0.01812493856324293,1,blocked,6a9eaece57ae9f357378cee7d70db12263db3075d4dc1c809c0174848a055633,0.010272232586804764,87
0.0031429620633731674,88,validation,0.0031429620633731674,1,blocked,6a9eaece57ae9f357378cee7d70db12263db3075d4dc1c809c0174848a055633,-0.010900074467998122,87
0.01883902784228031,72,source,0.017367173097474486,1,blocked,6d3b49855780473eb03eae04c2d55093001cbda4762880d6bb9498c781bfe6f9,0.01883902784228031,71
