address_oracle_agreement,candidate_evaluations,dataset,exact_noun_route_accuracy,mean_oracle_regret,mean_prefix_entropy,mean_prefix_margin,method,model_forward_equivalent_prefix_tokens,noun_support_accuracy,oracle_story_mean_nll,order,stage,story_count,story_mean_nll,suffix_token_accuracy,token_count,token_mean_nll
1.0,4440,macro,,0.0,,,base,469340,,1.6375926186596854,blocked,192,4440,1.6375926186596854,0.6063272658523008,476035,1.6635744954532334
0.3858108108108108,44400,macro,,0.04866825146657392,2.2952565530130453,0.10512917173338367,log_t,4693400,0.7171171171171171,1.5311305418537973,blocked,192,4440,1.5797987933203712,0.6089048074196225,476035,1.614319430890269
0.07995495495495496,8880,macro,,0.1054012687972016,,,sequential_lora,938680,,1.6276320561204105,blocked,192,4440,1.733033324917612,0.5872278298864579,476035,1.7613608848379114
1.0,16,sentinel,,0.0,,,base,1511,,1.6737760199522007,blocked,1,16,1.6737760199522007,0.6069100391134289,1534,1.6696325249901962
0.4375,32,sentinel,,0.0601885303238979,0.6900835335254669,0.11186683177947998,log_t,3022,0.6875,1.6129854758521505,blocked,1,16,1.673174006176048,0.6101694915254238,1534,1.6713062918015222
0.625,32,sentinel,,0.024676762684312584,,,sequential_lora,3022,,1.6231544882044955,blocked,1,16,1.6478312508888082,0.6153846153846154,1534,1.650756477843363
1.0,16,sentinel,,0.0,,,base,1511,,1.6737760199522007,blocked,2,16,1.6737760199522007,0.6069100391134289,1534,1.6696325249901962
0.4375,48,sentinel,,0.06895107549087538,1.0956427529454231,0.034498173743486404,log_t,4533,0.6875,1.6089285470967603,blocked,2,16,1.6778796225876358,0.6043024771838331,1534,1.6752686730575064
0.4375,32,sentinel,,0.02964311942000742,,,sequential_lora,3022,,1.628643146865978,blocked,2,16,1.6582862662859854,0.6114732724902217,1534,1.6599611981129554
1.0,16,sentinel,,0.0,,,base,1511,,1.6737760199522007,blocked,3,16,1.6737760199522007,0.6069100391134289,1534,1.6696325249901962
0.3125,48,sentinel,,0.05826450902068729,1.0956936478614807,0.025018081068992615,log_t,4533,0.75,1.6158002521247137,blocked,3,16,1.6740647611454014,0.6101694915254238,1534,1.6734040768858351
0.4375,32,sentinel,,0.030860386391632973,,,sequential_lora,3022,,1.6341936588710457,blocked,3,16,1.6650540452626785,0.6114732724902217,1534,1.6651986630674758
1.0,16,sentinel,,0.0,,,base,1511,,1.6737760199522007,blocked,4,16,1.6737760199522007,0.6069100391134289,1534,1.6696325249901962
0.125,64,sentinel,,0.07278189357788882,1.3837910816073418,0.025314729660749435,log_t,6044,0.8125,1.5937878024182666,blocked,4,16,1.6665696959961556,0.6114732724902217,1534,1.66664470687528
0.6875,32,sentinel,,0.021861677933310314,,,sequential_lora,3022,,1.6200799962429921,blocked,4,16,1.6419416741763027,0.621251629726206,1534,1.6394598313074225
1.0,16,sentinel,,0.0,,,base,1511,,1.6737760199522007,blocked,5,16,1.6737760199522007,0.6069100391134289,1534,1.6696325249901962
0.125,64,sentinel,,0.055072524089777114,1.3837143704295158,0.02470291778445244,log_t,6044,0.8125,1.598009437710287,blocked,5,16,1.6530819618000643,0.6192959582790091,1534,1.6541182556550227
0.5,32,sentinel,,0.03420075399210767,,,sequential_lora,3022,,1.6249042717505249,blocked,5,16,1.6591050257426325,0.621903520208605,1534,1.658669801237064
1.0,16,sentinel,,0.0,,,base,1511,,1.6737760199522007,blocked,6,16,1.6737760199522007,0.6069100391134289,1534,1.6696325249901962
