accuracy,stage,task
69.92481350898743,49,8
60.447758436203,49,9
60.86956262588501,49,10
62.00000047683716,49,11
57.758623361587524,49,12
69.29134130477905,49,13
51.51515007019043,49,14
56.03448152542114,49,15
59.39849615097046,49,16
62.69841194152832,49,17
77.35849022865295,49,18
62.38532066345215,49,19
56.43564462661743,49,20
72.91666865348816,49,21
62.5,49,22
55.55555820465088,49,23
53.48837375640869,49,24
60.00000238418579,49,25
69.91869807243347,49,26
58.40708017349243,49,27
73.52941036224365,49,28
56.14035129547119,49,29
69.15887594223022,49,30
72.80701994895935,49,31
50.485438108444214,49,32
74.77477192878723,49,33
65.71428775787354,49,34
60.9929084777832,49,35
75.97402334213257,49,36
54.77706789970398,49,37
72.72727489471436,49,38
62.28070259094238,49,39
63.76811861991882,49,40
51.35135054588318,49,41
51.47058963775635,49,42
61.45833134651184,49,43
57.534247636795044,49,44
82.85714387893677,49,45
57.48031735420227,49,46
66.37167930603027,49,47
62.6086950302124,49,48
81.7307710647583,49,49
70.3389823436737,50,1
68.46153736114502,50,2
60.273975133895874,50,3
67.61363744735718,50,4
65.625,50,5
71.66666388511658,50,6
63.4782612323761,50,7
69.92481350898743,50,8
61.94030046463013,50,9
66.66666865348816,50,10
62.00000047683716,50,11
56.03448152542114,50,12
74.01574850082397,50,13
59.090906381607056,50,14
61.20689511299133,50,15
56.390976905822754,50,16
69.04761791229248,50,17
78.30188870429993,50,18
61.46789193153381,50,19
61.38613820075989,50,20
72.91666865348816,50,21
62.5,50,22
54.700857400894165,50,23
53.48837375640869,50,24
60.00000238418579,50,25
71.54471278190613,50,26
61.06194853782654,50,27
75.49019455909729,50,28
60.52631735801697,50,29
69.15887594223022,50,30
72.80701994895935,50,31
53.39806079864502,50,32
69.36936974525452,50,33
65.71428775787354,50,34
63.82978558540344,50,35
75.32467246055603,50,36
54.77706789970398,50,37
72.72727489471436,50,38
62.28070259094238,50,39
65.21739363670349,50,40
56.75675868988037,50,41
52.20588445663452,50,42
63.54166865348816,50,43
61.64383292198181,50,44
83.80952477455139,50,45
64.56692814826965,50,46
65.48672318458557,50,47
58.2608699798584,50,48
72.11538553237915,50,49
88.1818175315857,50,50
