condition,stage,task,accuracy,examples,correct,forgetting,backward_transfer
uniform_h1024,5,5,93.75,128,120,,
uniform_h1024,6,1,89.83050847457628,118,106,1.6949152542372872,-1.6949152542372872
uniform_h1024,6,2,93.07692307692308,130,121,3.07692307692308,-3.07692307692308
uniform_h1024,6,3,86.98630136986301,146,127,-0.6849315068493098,0.6849315068493098
uniform_h1024,6,4,96.02272727272727,176,169,1.1363636363636402,-1.1363636363636402
uniform_h1024,6,5,92.1875,128,118,1.5625,-1.5625
uniform_h1024,6,6,86.66666666666667,120,104,,
uniform_h1024,7,1,88.13559322033899,118,104,3.3898305084745743,-3.3898305084745743
uniform_h1024,7,2,88.46153846153847,130,115,7.692307692307693,-7.692307692307693
uniform_h1024,7,3,86.3013698630137,146,126,0.6849315068493098,0.0
uniform_h1024,7,4,93.75,176,165,3.4090909090909065,-3.4090909090909065
uniform_h1024,7,5,89.0625,128,114,4.6875,-4.6875
uniform_h1024,7,6,84.16666666666667,120,101,2.5,-2.5
uniform_h1024,7,7,96.52173913043478,115,111,,
uniform_h1024,8,1,87.28813559322033,118,103,4.237288135593232,-4.237288135593232
uniform_h1024,8,2,90.76923076923077,130,118,5.384615384615387,-5.384615384615387
uniform_h1024,8,3,84.93150684931507,146,124,2.0547945205479436,-1.3698630136986338
uniform_h1024,8,4,94.88636363636364,176,167,2.2727272727272663,-2.2727272727272663
uniform_h1024,8,5,92.1875,128,118,1.5625,-1.5625
uniform_h1024,8,6,85.0,120,102,1.6666666666666714,-1.6666666666666714
uniform_h1024,8,7,90.43478260869566,115,104,6.0869565217391255,-6.0869565217391255
uniform_h1024,8,8,95.48872180451127,133,127,,
uniform_h1024,9,1,88.98305084745763,118,105,2.5423728813559308,-2.5423728813559308
uniform_h1024,9,2,89.23076923076923,130,116,6.923076923076934,-6.923076923076934
uniform_h1024,9,3,84.24657534246575,146,123,2.7397260273972677,-2.054794520547958
uniform_h1024,9,4,93.75,176,165,3.4090909090909065,-3.4090909090909065
uniform_h1024,9,5,92.96875,128,119,0.78125,-0.78125
uniform_h1024,9,6,85.0,120,102,1.6666666666666714,-1.6666666666666714
uniform_h1024,9,7,92.17391304347827,115,106,4.347826086956516,-4.347826086956516
uniform_h1024,9,8,93.23308270676692,133,124,2.25563909774435,-2.25563909774435
uniform_h1024,9,9,88.80597014925372,134,119,,
uniform_h1024,10,1,91.52542372881356,118,108,0.0,0.0
uniform_h1024,10,2,93.07692307692308,130,121,3.07692307692308,-3.07692307692308
uniform_h1024,10,3,86.3013698630137,146,126,0.6849315068493098,0.0
uniform_h1024,10,4,94.31818181818181,176,166,2.8409090909090935,-2.8409090909090935
uniform_h1024,10,5,92.1875,128,118,1.5625,-1.5625
uniform_h1024,10,6,83.33333333333333,120,100,3.333333333333343,-3.333333333333343
uniform_h1024,10,7,88.69565217391305,115,102,7.826086956521735,-7.826086956521735
uniform_h1024,10,8,92.4812030075188,133,123,3.0075187969924713,-3.0075187969924713
uniform_h1024,10,9,70.14925373134328,134,94,18.656716417910445,-18.656716417910445
uniform_h1024,10,10,91.30434782608695,138,126,,
uniform_h1024,11,1,88.13559322033899,118,104,3.3898305084745743,-3.3898305084745743
uniform_h1024,11,2,91.53846153846153,130,119,4.615384615384627,-4.615384615384627
uniform_h1024,11,3,86.98630136986301,146,127,0.0,0.6849315068493098
uniform_h1024,11,4,89.77272727272727,176,158,7.38636363636364,-7.38636363636364
uniform_h1024,11,5,90.625,128,116,3.125,-3.125
uniform_h1024,11,6,82.5,120,99,4.166666666666671,-4.166666666666671
uniform_h1024,11,7,89.56521739130434,115,103,6.956521739130437,-6.956521739130437
uniform_h1024,11,8,91.72932330827068,133,122,3.7593984962405926,-3.7593984962405926
uniform_h1024,11,9,74.6268656716418,134,100,14.17910447761193,-14.17910447761193
uniform_h1024,11,10,89.1304347826087,138,123,2.173913043478251,-2.173913043478251
uniform_h1024,11,11,95.0,100,95,,
uniform_h1024,12,1,88.98305084745763,118,105,2.5423728813559308,-2.5423728813559308
uniform_h1024,12,2,93.84615384615384,130,122,2.307692307692321,-2.307692307692321
uniform_h1024,12,3,86.98630136986301,146,127,0.0,0.6849315068493098
uniform_h1024,12,4,90.9090909090909,176,160,6.25,-6.25
uniform_h1024,12,5,90.625,128,116,3.125,-3.125
uniform_h1024,12,6,85.0,120,102,1.6666666666666714,-1.6666666666666714
uniform_h1024,12,7,86.08695652173913,115,99,10.434782608695656,-10.434782608695656
uniform_h1024,12,8,90.97744360902256,133,121,4.511278195488714,-4.511278195488714
uniform_h1024,12,9,75.3731343283582,134,101,13.43283582089552,-13.43283582089552
uniform_h1024,12,10,83.33333333333333,138,115,7.971014492753625,-7.971014492753625
uniform_h1024,12,11,87.0,100,87,8.0,-8.0
uniform_h1024,12,12,92.24137931034483,116,107,,
uniform_h1024,13,1,88.13559322033899,118,104,3.3898305084745743,-3.3898305084745743
uniform_h1024,13,2,92.3076923076923,130,120,3.846153846153854,-3.846153846153854
uniform_h1024,13,3,85.61643835616438,146,125,1.3698630136986338,-0.684931506849324
uniform_h1024,13,4,90.9090909090909,176,160,6.25,-6.25
uniform_h1024,13,5,92.96875,128,119,0.78125,-0.78125
uniform_h1024,13,6,85.83333333333333,120,103,0.8333333333333428,-0.8333333333333428
uniform_h1024,13,7,93.04347826086956,115,107,3.4782608695652186,-3.4782608695652186
uniform_h1024,13,8,91.72932330827068,133,122,3.7593984962405926,-3.7593984962405926
uniform_h1024,13,9,82.08955223880596,134,110,6.71641791044776,-6.71641791044776
uniform_h1024,13,10,83.33333333333333,138,115,7.971014492753625,-7.971014492753625
uniform_h1024,13,11,87.0,100,87,8.0,-8.0
uniform_h1024,13,12,84.48275862068965,116,98,7.758620689655174,-7.758620689655174
uniform_h1024,13,13,90.55118110236221,127,115,,
uniform_h1024,14,1,90.67796610169492,118,107,0.8474576271186436,-0.8474576271186436
uniform_h1024,14,2,90.0,130,117,6.15384615384616,-6.15384615384616
uniform_h1024,14,3,85.61643835616438,146,125,1.3698630136986338,-0.684931506849324
uniform_h1024,14,4,92.04545454545455,176,162,5.11363636363636,-5.11363636363636
uniform_h1024,14,5,87.5,128,112,6.25,-6.25
uniform_h1024,14,6,85.0,120,102,1.6666666666666714,-1.6666666666666714
uniform_h1024,14,7,89.56521739130434,115,103,6.956521739130437,-6.956521739130437
uniform_h1024,14,8,91.72932330827068,133,122,3.7593984962405926,-3.7593984962405926
uniform_h1024,14,9,82.83582089552239,134,111,5.970149253731336,-5.970149253731336
uniform_h1024,14,10,78.26086956521739,138,108,13.043478260869563,-13.043478260869563
uniform_h1024,14,11,85.0,100,85,10.0,-10.0
uniform_h1024,14,12,82.75862068965517,116,96,9.482758620689651,-9.482758620689651
uniform_h1024,14,13,87.4015748031496,127,111,3.149606299212607,-3.149606299212607
uniform_h1024,14,14,93.93939393939394,132,124,,
uniform_h1024,15,1,87.28813559322033,118,103,4.237288135593232,-4.237288135593232
uniform_h1024,15,2,92.3076923076923,130,120,3.846153846153854,-3.846153846153854
uniform_h1024,15,3,82.1917808219178,146,120,4.794520547945211,-4.1095890410959015
uniform_h1024,15,4,90.3409090909091,176,159,6.818181818181813,-6.818181818181813
uniform_h1024,15,5,89.84375,128,115,3.90625,-3.90625
uniform_h1024,15,6,83.33333333333333,120,100,3.333333333333343,-3.333333333333343
uniform_h1024,15,7,90.43478260869566,115,104,6.0869565217391255,-6.0869565217391255
uniform_h1024,15,8,92.4812030075188,133,123,3.0075187969924713,-3.0075187969924713
uniform_h1024,15,9,82.83582089552239,134,111,5.970149253731336,-5.970149253731336
uniform_h1024,15,10,79.71014492753623,138,110,11.59420289855072,-11.59420289855072
uniform_h1024,15,11,89.0,100,89,6.0,-6.0
uniform_h1024,15,12,83.62068965517241,116,97,8.620689655172413,-8.620689655172413
uniform_h1024,15,13,88.97637795275591,127,113,1.5748031496062964,-1.5748031496062964
uniform_h1024,15,14,84.0909090909091,132,111,9.848484848484844,-9.848484848484844
uniform_h1024,15,15,84.48275862068965,116,98,,
uniform_h1024,16,1,79.66101694915254,118,94,11.864406779661024,-11.864406779661024
uniform_h1024,16,2,91.53846153846153,130,119,4.615384615384627,-4.615384615384627
uniform_h1024,16,3,85.61643835616438,146,125,1.3698630136986338,-0.684931506849324
uniform_h1024,16,4,85.79545454545455,176,151,11.36363636363636,-11.36363636363636
uniform_h1024,16,5,84.375,128,108,9.375,-9.375
uniform_h1024,16,6,84.16666666666667,120,101,2.5,-2.5
uniform_h1024,16,7,90.43478260869566,115,104,6.0869565217391255,-6.0869565217391255
uniform_h1024,16,8,91.72932330827068,133,122,3.7593984962405926,-3.7593984962405926
uniform_h1024,16,9,83.58208955223881,134,112,5.223880597014912,-5.223880597014912
uniform_h1024,16,10,81.15942028985508,138,112,10.144927536231876,-10.144927536231876
uniform_h1024,16,11,89.0,100,89,6.0,-6.0
uniform_h1024,16,12,80.17241379310344,116,93,12.06896551724138,-12.06896551724138
uniform_h1024,16,13,89.76377952755905,127,114,0.7874015748031553,-0.7874015748031553
uniform_h1024,16,14,87.87878787878788,132,116,6.060606060606062,-6.060606060606062
uniform_h1024,16,15,80.17241379310344,116,93,4.310344827586206,-4.310344827586206
uniform_h1024,16,16,88.7218045112782,133,118,,
uniform_h1024,17,1,84.7457627118644,118,100,6.779661016949163,-6.779661016949163
uniform_h1024,17,2,90.76923076923077,130,118,5.384615384615387,-5.384615384615387
uniform_h1024,17,3,83.56164383561644,146,122,3.4246575342465775,-2.7397260273972677
uniform_h1024,17,4,90.3409090909091,176,159,6.818181818181813,-6.818181818181813
uniform_h1024,17,5,89.84375,128,115,3.90625,-3.90625
uniform_h1024,17,6,82.5,120,99,4.166666666666671,-4.166666666666671
uniform_h1024,17,7,89.56521739130434,115,103,6.956521739130437,-6.956521739130437
uniform_h1024,17,8,90.97744360902256,133,121,4.511278195488714,-4.511278195488714
uniform_h1024,17,9,82.83582089552239,134,111,5.970149253731336,-5.970149253731336
uniform_h1024,17,10,81.8840579710145,138,113,9.420289855072454,-9.420289855072454
uniform_h1024,17,11,87.0,100,87,8.0,-8.0
uniform_h1024,17,12,82.75862068965517,116,96,9.482758620689651,-9.482758620689651
uniform_h1024,17,13,85.03937007874016,127,108,5.511811023622045,-5.511811023622045
uniform_h1024,17,14,88.63636363636364,132,117,5.303030303030297,-5.303030303030297
uniform_h1024,17,15,78.44827586206897,116,91,6.034482758620683,-6.034482758620683
uniform_h1024,17,16,74.43609022556392,133,99,14.285714285714278,-14.285714285714278
uniform_h1024,17,17,92.85714285714286,126,117,,
uniform_h1024,18,1,83.89830508474576,118,99,7.6271186440678065,-7.6271186440678065
uniform_h1024,18,2,91.53846153846153,130,119,4.615384615384627,-4.615384615384627
uniform_h1024,18,3,81.5068493150685,146,119,5.479452054794521,-4.794520547945211
uniform_h1024,18,4,89.77272727272727,176,158,7.38636363636364,-7.38636363636364
uniform_h1024,18,5,92.1875,128,118,1.5625,-1.5625
uniform_h1024,18,6,83.33333333333333,120,100,3.333333333333343,-3.333333333333343
uniform_h1024,18,7,90.43478260869566,115,104,6.0869565217391255,-6.0869565217391255
uniform_h1024,18,8,90.22556390977444,133,120,5.263157894736835,-5.263157894736835
uniform_h1024,18,9,82.08955223880596,134,110,6.71641791044776,-6.71641791044776
uniform_h1024,18,10,84.05797101449275,138,116,7.246376811594203,-7.246376811594203
uniform_h1024,18,11,88.0,100,88,7.0,-7.0
uniform_h1024,18,12,81.03448275862068,116,94,11.206896551724142,-11.206896551724142
uniform_h1024,18,13,88.18897637795276,127,112,2.3622047244094517,-2.3622047244094517
uniform_h1024,18,14,89.39393939393939,132,118,4.545454545454547,-4.545454545454547
uniform_h1024,18,15,82.75862068965517,116,96,1.7241379310344769,-1.7241379310344769
uniform_h1024,18,16,76.69172932330827,133,102,12.030075187969928,-12.030075187969928
uniform_h1024,18,17,88.0952380952381,126,111,4.761904761904759,-4.761904761904759
uniform_h1024,18,18,95.28301886792453,106,101,,
uniform_h1024,19,1,87.28813559322033,118,103,4.237288135593232,-4.237288135593232
uniform_h1024,19,2,92.3076923076923,130,120,3.846153846153854,-3.846153846153854
uniform_h1024,19,3,85.61643835616438,146,125,1.3698630136986338,-0.684931506849324
uniform_h1024,19,4,92.04545454545455,176,162,5.11363636363636,-5.11363636363636
uniform_h1024,19,5,91.40625,128,117,2.34375,-2.34375
uniform_h1024,19,6,84.16666666666667,120,101,2.5,-2.5
uniform_h1024,19,7,89.56521739130434,115,103,6.956521739130437,-6.956521739130437
uniform_h1024,19,8,86.46616541353383,133,115,9.022556390977442,-9.022556390977442
uniform_h1024,19,9,83.58208955223881,134,112,5.223880597014912,-5.223880597014912
uniform_h1024,19,10,83.33333333333333,138,115,7.971014492753625,-7.971014492753625
uniform_h1024,19,11,88.0,100,88,7.0,-7.0
uniform_h1024,19,12,81.89655172413794,116,95,10.34482758620689,-10.34482758620689
uniform_h1024,19,13,89.76377952755905,127,114,0.7874015748031553,-0.7874015748031553
uniform_h1024,19,14,88.63636363636364,132,117,5.303030303030297,-5.303030303030297
uniform_h1024,19,15,81.89655172413794,116,95,2.5862068965517153,-2.5862068965517153
uniform_h1024,19,16,75.93984962406014,133,101,12.781954887218049,-12.781954887218049
uniform_h1024,19,17,86.5079365079365,126,109,6.349206349206355,-6.349206349206355
uniform_h1024,19,18,90.56603773584905,106,96,4.716981132075475,-4.716981132075475
uniform_h1024,19,19,92.66055045871559,109,101,,
uniform_h1024,20,1,83.05084745762711,118,98,8.47457627118645,-8.47457627118645
uniform_h1024,20,2,90.0,130,117,6.15384615384616,-6.15384615384616
uniform_h1024,20,3,87.67123287671232,146,128,-0.6849315068493098,1.3698630136986196
uniform_h1024,20,4,89.77272727272727,176,158,7.38636363636364,-7.38636363636364
uniform_h1024,20,5,85.9375,128,110,7.8125,-7.8125
uniform_h1024,20,6,85.83333333333333,120,103,0.8333333333333428,-0.8333333333333428
uniform_h1024,20,7,91.30434782608695,115,105,5.217391304347828,-5.217391304347828
uniform_h1024,20,8,89.47368421052632,133,119,6.015037593984957,-6.015037593984957
uniform_h1024,20,9,83.58208955223881,134,112,5.223880597014912,-5.223880597014912
uniform_h1024,20,10,83.33333333333333,138,115,7.971014492753625,-7.971014492753625
uniform_h1024,20,11,86.0,100,86,9.0,-9.0
uniform_h1024,20,12,69.82758620689656,116,81,22.41379310344827,-22.41379310344827
uniform_h1024,20,13,87.4015748031496,127,111,3.149606299212607,-3.149606299212607
uniform_h1024,20,14,89.39393939393939,132,118,4.545454545454547,-4.545454545454547
uniform_h1024,20,15,81.03448275862068,116,94,3.448275862068968,-3.448275862068968
uniform_h1024,20,16,75.18796992481202,133,100,13.53383458646617,-13.53383458646617
uniform_h1024,20,17,85.71428571428571,126,108,7.142857142857153,-7.142857142857153
uniform_h1024,20,18,85.84905660377359,106,91,9.433962264150935,-9.433962264150935
uniform_h1024,20,19,87.1559633027523,109,95,5.504587155963293,-5.504587155963293
uniform_h1024,20,20,86.13861386138613,101,87,,
uniform_h1024,21,1,83.89830508474576,118,99,7.6271186440678065,-7.6271186440678065
uniform_h1024,21,2,93.07692307692308,130,121,3.07692307692308,-3.07692307692308
uniform_h1024,21,3,84.24657534246575,146,123,3.4246575342465775,-2.054794520547958
uniform_h1024,21,4,89.77272727272727,176,158,7.38636363636364,-7.38636363636364
uniform_h1024,21,5,87.5,128,112,6.25,-6.25
uniform_h1024,21,6,85.83333333333333,120,103,0.8333333333333428,-0.8333333333333428
uniform_h1024,21,7,90.43478260869566,115,104,6.0869565217391255,-6.0869565217391255
uniform_h1024,21,8,89.47368421052632,133,119,6.015037593984957,-6.015037593984957
uniform_h1024,21,9,82.83582089552239,134,111,5.970149253731336,-5.970149253731336
uniform_h1024,21,10,83.33333333333333,138,115,7.971014492753625,-7.971014492753625
uniform_h1024,21,11,84.0,100,84,11.0,-11.0
uniform_h1024,21,12,78.44827586206897,116,91,13.793103448275858,-13.793103448275858
uniform_h1024,21,13,87.4015748031496,127,111,3.149606299212607,-3.149606299212607
uniform_h1024,21,14,87.87878787878788,132,116,6.060606060606062,-6.060606060606062
uniform_h1024,21,15,80.17241379310344,116,93,4.310344827586206,-4.310344827586206
uniform_h1024,21,16,76.69172932330827,133,102,12.030075187969928,-12.030075187969928
uniform_h1024,21,17,88.0952380952381,126,111,4.761904761904759,-4.761904761904759
uniform_h1024,21,18,89.62264150943396,106,95,5.660377358490564,-5.660377358490564
uniform_h1024,21,19,86.23853211009174,109,94,6.422018348623851,-6.422018348623851
uniform_h1024,21,20,78.21782178217822,101,79,7.920792079207914,-7.920792079207914
uniform_h1024,21,21,94.44444444444444,144,136,,
uniform_h1024,22,1,87.28813559322033,118,103,4.237288135593232,-4.237288135593232
uniform_h1024,22,2,93.07692307692308,130,121,3.07692307692308,-3.07692307692308
uniform_h1024,22,3,85.61643835616438,146,125,2.0547945205479436,-0.684931506849324
uniform_h1024,22,4,90.3409090909091,176,159,6.818181818181813,-6.818181818181813
uniform_h1024,22,5,85.15625,128,109,8.59375,-8.59375
uniform_h1024,22,6,85.83333333333333,120,103,0.8333333333333428,-0.8333333333333428
uniform_h1024,22,7,90.43478260869566,115,104,6.0869565217391255,-6.0869565217391255
uniform_h1024,22,8,85.71428571428571,133,114,9.774436090225564,-9.774436090225564
uniform_h1024,22,9,80.59701492537313,134,108,8.208955223880594,-8.208955223880594
uniform_h1024,22,10,85.5072463768116,138,118,5.79710144927536,-5.79710144927536
