accuracy,stage,task
68.2539701461792,29,17
70.75471878051758,29,18
52.293580770492554,29,19
59.405940771102905,29,20
77.77777910232544,29,21
61.666667461395264,29,22
56.41025900840759,29,23
53.48837375640869,29,24
61.538463830947876,29,25
65.04064798355103,29,26
59.292036294937134,29,27
75.49019455909729,29,28
79.82456088066101,29,29
72.03390002250671,30,1
67.69230961799622,30,2
66.4383590221405,30,3
75.0,30,4
70.3125,30,5
75.0,30,6
66.08695387840271,30,7
78.94737124443054,30,8
67.16417670249939,30,9
67.3913061618805,30,10
62.99999952316284,30,11
66.37930870056152,30,12
74.8031497001648,30,13
71.21211886405945,30,14
62.068963050842285,30,15
60.90225577354431,30,16
67.46031641960144,30,17
65.0943398475647,30,18
59.633028507232666,30,19
59.405940771102905,30,20
68.75,30,21
61.666667461395264,30,22
54.700857400894165,30,23
60.4651153087616,30,24
64.61538672447205,30,25
61.78861856460571,30,26
59.292036294937134,30,27
73.52941036224365,30,28
64.0350878238678,30,29
82.2429895401001,30,30
74.57627058029175,31,1
70.76923251152039,31,2
61.64383292198181,31,3
76.13636255264282,31,4
66.40625,31,5
76.66666507720947,31,6
65.21739363670349,31,7
77.44361162185669,31,8
62.68656849861145,31,9
63.76811861991882,31,10
62.00000047683716,31,11
64.65517282485962,31,12
72.44094610214233,31,13
66.66666865348816,31,14
58.62069129943848,31,15
59.39849615097046,31,16
65.07936716079712,31,17
63.20754885673523,31,18
48.62385392189026,31,19
59.405940771102905,31,20
66.66666865348816,31,21
64.16666507720947,31,22
58.11966061592102,31,23
58.139532804489136,31,24
61.538463830947876,31,25
63.41463327407837,31,26
56.63716793060303,31,27
74.50980544090271,31,28
60.52631735801697,31,29
70.09345889091492,31,30
78.94737124443054,31,31
83.89830589294434,32,1
89.99999761581421,32,2
78.76712083816528,32,3
85.22727489471436,32,4
80.46875,32,5
77.49999761581421,32,6
82.6086938381195,32,7
84.21052694320679,32,8
82.08954930305481,32,9
79.71014380455017,32,10
76.99999809265137,32,11
75.86206793785095,32,12
80.31495809555054,32,13
84.09090638160706,32,14
71.55172228813171,32,15
72.18044996261597,32,16
84.1269850730896,32,17
83.01886916160583,32,18
76.14678740501404,32,19
71.28713130950928,32,20
82.63888955116272,32,21
78.33333611488342,32,22
76.92307829856873,32,23
60.4651153087616,32,24
70.76923251152039,32,25
79.67479825019836,32,26
79.64601516723633,32,27
86.27451062202454,32,28
74.56140518188477,32,29
80.84112405776978,32,30
85.08771657943726,32,31
84.4660222530365,32,32
80.5084764957428,33,1
87.69230842590332,33,2
78.08219194412231,33,3
78.40909361839294,33,4
78.125,33,5
73.33333492279053,33,6
80.0000011920929,33,7
84.96240377426147,33,8
76.86567306518555,33,9
76.0869562625885,33,10
75.99999904632568,33,11
74.13793206214905,33,12
77.16535329818726,33,13
82.57575631141663,33,14
70.68965435028076,33,15
75.18796920776367,33,16
80.15872836112976,33,17
79.24528121948242,33,18
76.14678740501404,33,19
62.37623691558838,33,20
83.33333134651184,33,21
80.0000011920929,33,22
76.92307829856873,33,23
68.60465407371521,33,24
70.76923251152039,33,25
77.2357702255249,33,26
77.8761088848114,33,27
83.33333134651184,33,28
73.68420958518982,33,29
80.84112405776978,33,30
85.08771657943726,33,31
75.72815418243408,33,32
83.7837815284729,33,33
83.89830589294434,34,1
89.2307698726654,34,2
71.23287916183472,34,3
77.84090638160706,34,4
82.03125,34,5
75.83333253860474,34,6
76.52173638343811,34,7
81.95488452911377,34,8
78.3582091331482,34,9
76.81159377098083,34,10
74.00000095367432,34,11
75.0,34,12
76.37795209884644,34,13
80.30303120613098,34,14
68.1034505367279,34,15
72.93233275413513,34,16
80.95238208770752,34,17
80.1886796951294,34,18
76.14678740501404,34,19
63.36633563041687,34,20
84.72222089767456,34,21
80.0000011920929,34,22
73.50427508354187,34,23
67.44186282157898,34,24
69.2307710647583,34,25
74.79674816131592,34,26
76.9911527633667,34,27
82.35294222831726,34,28
72.80701994895935,34,29
80.37382960319519,34,30
82.45614171028137,34,31
75.72815418243408,34,32
72.972971200943,34,33
82.85714387893677,34,34
83.05084705352783,35,1
85.38461327552795,35,2
73.97260069847107,35,3
82.95454382896423,35,4
71.875,35,5
78.33333611488342,35,6
78.2608687877655,35,7
80.45112490653992,35,8
73.13432693481445,35,9
80.4347813129425,35,10
76.99999809265137,35,11
64.65517282485962,35,12
74.8031497001648,35,13
75.75757503509521,35,14
70.68965435028076,35,15
72.18044996261597,35,16
77.77777910232544,35,17
73.58490824699402,35,18
72.47706651687622,35,19
59.405940771102905,35,20
83.33333134651184,35,21
75.0,35,22
73.50427508354187,35,23
65.11628031730652,35,24
66.15384817123413,35,25
74.79674816131592,35,26
67.25663542747498,35,27
79.41176295280457,35,28
68.42105388641357,35,29
77.57009267807007,35,30
82.45614171028137,35,31
70.8737850189209,35,32
69.36936974525452,35,33
58.571428060531616,35,34
77.30496525764465,35,35
76.27118825912476,36,1
80.0000011920929,36,2
69.8630154132843,36,3
82.95454382896423,36,4
75.78125,36,5
78.33333611488342,36,6
72.1739113330841,36,7
80.45112490653992,36,8
75.3731369972229,36,9
73.9130437374115,36,10
66.00000262260437,36,11
68.96551847457886,36,12
74.8031497001648,36,13
70.45454382896423,36,14
68.1034505367279,36,15
69.17293071746826,36,16
82.53968358039856,36,17
79.24528121948242,36,18
70.64220309257507,36,19
61.38613820075989,36,20
83.33333134651184,36,21
77.49999761581421,36,22
75.2136766910553,36,23
63.95348906517029,36,24
67.69230961799622,36,25
76.42276287078857,36,26
63.716816902160645,36,27
84.3137264251709,36,28
71.05262875556946,36,29
79.43925261497498,36,30
78.94737124443054,36,31
73.7864077091217,36,32
72.972971200943,36,33
69.9999988079071,36,34
73.758864402771,36,35
90.90909361839294,36,36
84.74576473236084,37,1
86.15384697914124,37,2
64.38356041908264,37,3
80.11363744735718,37,4
75.0,37,5
76.66666507720947,37,6
71.30434513092041,37,7
76.69172883033752,37,8
73.88059496879578,37,9
69.5652186870575,37,10
68.99999976158142,37,11
62.068963050842285,37,12
72.44094610214233,37,13
75.75757503509521,37,14
71.55172228813171,37,15
66.16541147232056,37,16
73.8095223903656,37,17
74.52830076217651,37,18
70.64220309257507,37,19
59.405940771102905,37,20
79.16666865348816,37,21
77.49999761581421,37,22
70.08547186851501,37,23
58.139532804489136,37,24
67.69230961799622,37,25
74.79674816131592,37,26
72.56637215614319,37,27
80.39215803146362,37,28
65.78947305679321,37,29
75.70093274116516,37,30
78.0701756477356,37,31
71.84466123580933,37,32
67.56756901741028,37,33
60.00000238418579,37,34
67.3758864402771,37,35
78.57142686843872,37,36
77.07006335258484,37,37
75.42372941970825,38,1
86.15384697914124,38,2
68.49315166473389,38,3
78.40909361839294,38,4
75.0,38,5
75.83333253860474,38,6
72.1739113330841,38,7
78.19548845291138,38,8
73.13432693481445,38,9
72.46376872062683,38,10
68.00000071525574,38,11
65.51724076271057,38,12
70.07874250411987,38,13
72.72727489471436,38,14
68.1034505367279,38,15
64.6616518497467,38,16
74.60317611694336,38,17
73.58490824699402,38,18
66.97247624397278,38,19
57.42574334144592,38,20
81.94444179534912,38,21
73.33333492279053,38,22
70.08547186851501,38,23
55.81395626068115,38,24
66.15384817123413,38,25
69.91869807243347,38,26
68.14159154891968,38,27
82.35294222831726,38,28
70.17543911933899,38,29
74.76635575294495,38,30
76.31579041481018,38,31
66.99029207229614,38,32
68.4684693813324,38,33
60.00000238418579,38,34
70.92198729515076,38,35
76.6233742237091,38,36
61.14649772644043,38,37
93.7062919139862,38,38
75.42372941970825,39,1
86.92307472229004,39,2
65.75342416763306,39,3
76.13636255264282,39,4
75.0,39,5
72.50000238418579,39,6
70.43478488922119,39,7
78.19548845291138,39,8
67.16417670249939,39,9
74.63768124580383,39,10
62.99999952316284,39,11
59.48275923728943,39,12
74.01574850082397,39,13
73.48484992980957,39,14
67.24137663841248,39,15
64.6616518497467,39,16
73.8095223903656,39,17
72.64150977134705,39,18
66.05504751205444,39,19
61.38613820075989,39,20
75.69444179534912,39,21
72.50000238418579,39,22
68.37607026100159,39,23
61.62790656089783,39,24
66.15384817123413,39,25
70.7317054271698,39,26
63.716816902160645,39,27
78.43137383460999,39,28
64.91228342056274,39,29
77.57009267807007,39,30
80.70175647735596,39,31
63.10679316520691,39,32
69.36936974525452,39,33
64.28571343421936,39,34
65.2482271194458,39,35
77.92207598686218,39,36
62.42038011550903,39,37
79.72028255462646,39,38
87.71929740905762,39,39
78.81355881690979,40,1
88.46153616905212,40,2
71.23287916183472,40,3
77.84090638160706,40,4
74.21875,40,5
74.16666746139526,40,6
73.9130437374115,40,7
77.44361162185669,40,8
73.88059496879578,40,9
77.53623127937317,40,10
70.99999785423279,40,11
71.55172228813171,40,12
76.37795209884644,40,13
72.72727489471436,40,14
68.96551847457886,40,15
68.42105388641357,40,16
76.1904776096344,40,17
73.58490824699402,40,18
71.55963182449341,40,19
67.32673048973083,40,20
79.16666865348816,40,21
77.49999761581421,40,22
70.94017267227173,40,23
54.65116500854492,40,24
67.69230961799622,40,25
70.7317054271698,40,26
66.37167930603027,40,27
78.43137383460999,40,28
66.66666865348816,40,29
77.10280418395996,40,30
81.57894611358643,40,31
66.01941585540771,40,32
72.07207083702087,40,33
54.28571701049805,40,34
73.04964661598206,40,35
77.92207598686218,40,36
64.96815085411072,40,37
78.32167744636536,40,38
77.19298005104065,40,39
86.23188138008118,40,40
78.81355881690979,41,1
83.07692408561707,41,2
62.32876777648926,41,3
78.40909361839294,41,4
76.5625,41,5
72.50000238418579,41,6
72.1739113330841,41,7
78.19548845291138,41,8
73.88059496879578,41,9
73.18840622901917,41,10
69.9999988079071,41,11
59.48275923728943,41,12
75.59055089950562,41,13
68.9393937587738,41,14
68.96551847457886,41,15
64.6616518497467,41,16
74.60317611694336,41,17
75.47169923782349,41,18
72.47706651687622,41,19
62.37623691558838,41,20
79.86111044883728,41,21
75.0,41,22
70.08547186851501,41,23
55.81395626068115,41,24
69.2307710647583,41,25
74.79674816131592,41,26
64.60176706314087,41,27
80.39215803146362,41,28
66.66666865348816,41,29
72.42990732192993,41,30
79.82456088066101,41,31
65.04854559898376,41,32
70.27027010917664,41,33
57.14285969734192,41,34
66.66666865348816,41,35
76.6233742237091,41,36
58.598726987838745,41,37
75.52447319030762,41,38
69.29824352264404,41,39
76.0869562625885,41,40
72.972971200943,41,41
75.42372941970825,42,1
84.61538553237915,42,2
63.01369667053223,42,3
76.13636255264282,42,4
76.5625,42,5
71.66666388511658,42,6
70.43478488922119,42,7
77.44361162185669,42,8
71.6417908668518,42,9
73.9130437374115,42,10
67.00000166893005,42,11
57.758623361587524,42,12
72.44094610214233,42,13
71.21211886405945,42,14
67.24137663841248,42,15
63.90977501869202,42,16
72.22222089767456,42,17
75.47169923782349,42,18
71.55963182449341,42,19
57.42574334144592,42,20
77.08333134651184,42,21
73.33333492279053,42,22
63.247865438461304,42,23
56.976741552352905,42,24
66.15384817123413,42,25
70.7317054271698,42,26
62.83186078071594,42,27
80.39215803146362,42,28
62.28070259094238,42,29
71.96261882781982,42,30
75.43859481811523,42,31
60.19417643547058,42,32
68.4684693813324,42,33
60.00000238418579,42,34
70.92198729515076,42,35
76.6233742237091,42,36
62.42038011550903,42,37
66.43356680870056,42,38
67.54385828971863,42,39
73.18840622901917,42,40
62.162160873413086,42,41
79.41176295280457,42,42
74.57627058029175,43,1
80.7692289352417,43,2
67.12328791618347,43,3
71.02272510528564,43,4
73.4375,43,5
70.83333134651184,43,6
68.6956524848938,43,7
78.19548845291138,43,8
68.65671873092651,43,9
75.36231875419617,43,10
68.00000071525574,43,11
58.62069129943848,43,12
70.07874250411987,43,13
72.72727489471436,43,14
66.37930870056152,43,15
63.15789222717285,43,16
69.04761791229248,43,17
81.13207817077637,43,18
66.05504751205444,43,19
60.3960394859314,43,20
75.0,43,21
72.50000238418579,43,22
58.974361419677734,43,23
50.0,43,24
64.61538672447205,43,25
69.91869807243347,43,26
64.60176706314087,43,27
77.45097875595093,43,28
64.0350878238678,43,29
75.70093274116516,43,30
73.68420958518982,43,31
62.13592290878296,43,32
68.4684693813324,43,33
57.14285969734192,43,34
68.79432797431946,43,35
79.22077775001526,43,36
58.598726987838745,43,37
76.22377872467041,43,38
64.91228342056274,43,39
72.46376872062683,43,40
58.10810923576355,43,41
56.61764740943909,43,42
81.25,43,43
78.81355881690979,44,1
76.92307829856873,44,2
67.80821681022644,44,3
77.27272510528564,44,4
75.0,44,5
74.16666746139526,44,6
71.30434513092041,44,7
81.95488452911377,44,8
73.88059496879578,44,9
72.46376872062683,44,10
73.00000190734863,44,11
58.62069129943848,44,12
77.16535329818726,44,13
68.9393937587738,44,14
67.24137663841248,44,15
65.41353464126587,44,16
71.42857313156128,44,17
77.35849022865295,44,18
66.05504751205444,44,19
61.38613820075989,44,20
75.69444179534912,44,21
75.83333253860474,44,22
68.37607026100159,44,23
50.0,44,24
61.538463830947876,44,25
74.79674816131592,44,26
64.60176706314087,44,27
80.39215803146362,44,28
59.64912176132202,44,29
73.83177280426025,44,30
74.56140518188477,44,31
59.22330021858215,44,32
72.07207083702087,44,33
58.571428060531616,44,34
65.95744490623474,44,35
77.92207598686218,44,36
61.14649772644043,44,37
69.93007063865662,44,38
70.17543911933899,44,39
72.46376872062683,44,40
56.75675868988037,44,41
66.17646813392639,44,42
67.70833134651184,44,43
78.08219194412231,44,44
77.11864113807678,45,1
80.0000011920929,45,2
67.12328791618347,45,3
77.27272510528564,45,4
68.75,45,5
70.83333134651184,45,6
66.9565200805664,45,7
81.20300769805908,45,8
70.14925479888916,45,9
74.63768124580383,45,10
63.999998569488525,45,11
51.724135875701904,45,12
73.22834730148315,45,13
68.18181872367859,45,14
65.51724076271057,45,15
62.406015396118164,45,16
69.84127163887024,45,17
76.41509175300598,45,18
71.55963182449341,45,19
59.405940771102905,45,20
77.08333134651184,45,21
68.33333373069763,45,22
66.66666865348816,45,23
47.67441749572754,45,24
64.61538672447205,45,25
65.85366129875183,45,26
65.48672318458557,45,27
77.45097875595093,45,28
63.15789222717285,45,29
72.89719581604004,45,30
78.0701756477356,45,31
56.31067752838135,45,32
69.36936974525452,45,33
51.428574323654175,45,34
62.41135001182556,45,35
78.57142686843872,45,36
56.05095624923706,45,37
74.12587404251099,45,38
66.66666865348816,45,39
71.7391312122345,45,40
47.297295928001404,45,41
57.35294222831726,45,42
62.5,45,43
71.23287916183472,45,44
92.38095283508301,45,45
77.11864113807678,46,1
80.0000011920929,46,2
67.12328791618347,46,3
76.70454382896423,46,4
74.21875,46,5
71.66666388511658,46,6
66.08695387840271,46,7
78.19548845291138,46,8
71.6417908668518,46,9
74.63768124580383,46,10
67.00000166893005,46,11
56.896549463272095,46,12
78.7401556968689,46,13
65.15151262283325,46,14
65.51724076271057,46,15
63.90977501869202,46,16
61.90476417541504,46,17
76.41509175300598,46,18
70.64220309257507,46,19
58.415842056274414,46,20
76.38888955116272,46,21
71.66666388511658,46,22
63.247865438461304,46,23
50.0,46,24
61.538463830947876,46,25
72.35772609710693,46,26
62.83186078071594,46,27
77.45097875595093,46,28
58.77193212509155,46,29
69.62617039680481,46,30
71.9298243522644,46,31
59.22330021858215,46,32
64.86486196517944,46,33
51.428574323654175,46,34
61.702126264572144,46,35
79.22077775001526,46,36
52.229297161102295,46,37
69.93007063865662,46,38
68.42105388641357,46,39
69.5652186870575,46,40
52.70270109176636,46,41
57.35294222831726,46,42
62.5,46,43
63.01369667053223,46,44
81.90476298332214,46,45
81.88976645469666,46,46
72.88135886192322,47,1
73.07692170143127,47,2
66.4383590221405,47,3
71.02272510528564,47,4
62.5,47,5
71.66666388511658,47,6
66.08695387840271,47,7
69.92481350898743,47,8
67.91045069694519,47,9
68.11594367027283,47,10
64.99999761581421,47,11
59.48275923728943,47,12
77.95275449752808,47,13
52.272725105285645,47,14
57.758623361587524,47,15
61.654132604599,47,16
60.317462682724,47,17
76.41509175300598,47,18
66.05504751205444,47,19
56.43564462661743,47,20
77.08333134651184,47,21
67.5000011920929,47,22
65.81196784973145,47,23
46.51162922382355,47,24
60.00000238418579,47,25
65.04064798355103,47,26
59.292036294937134,47,27
75.49019455909729,47,28
56.14035129547119,47,29
73.36448431015015,47,30
66.66666865348816,47,31
49.514561891555786,47,32
70.27027010917664,47,33
52.85714268684387,47,34
63.1205677986145,47,35
74.67532753944397,47,36
56.68789744377136,47,37
74.8251736164093,47,38
66.66666865348816,47,39
68.11594367027283,47,40
47.297295928001404,47,41
50.735294818878174,47,42
56.25,47,43
61.64383292198181,47,44
82.85714387893677,47,45
62.20472455024719,47,46
82.30088353157043,47,47
77.96609997749329,48,1
77.69230604171753,48,2
69.8630154132843,48,3
71.02272510528564,48,4
76.5625,48,5
73.33333492279053,48,6
67.8260862827301,48,7
69.92481350898743,48,8
71.6417908668518,48,9
76.0869562625885,48,10
64.99999761581421,48,11
65.51724076271057,48,12
79.52755689620972,48,13
68.9393937587738,48,14
66.37930870056152,48,15
65.41353464126587,48,16
69.04761791229248,48,17
82.07547068595886,48,18
69.72476840019226,48,19
62.37623691558838,48,20
77.77777910232544,48,21
75.83333253860474,48,22
63.247865438461304,48,23
59.302324056625366,48,24
69.2307710647583,48,25
69.91869807243347,48,26
67.25663542747498,48,27
70.58823704719543,48,28
68.42105388641357,48,29
74.76635575294495,48,30
73.68420958518982,48,31
59.22330021858215,48,32
72.972971200943,48,33
61.42857074737549,48,34
66.66666865348816,48,35
81.16883039474487,48,36
62.42038011550903,48,37
77.62237787246704,48,38
68.42105388641357,48,39
69.5652186870575,48,40
63.513511419296265,48,41
66.17646813392639,48,42
72.91666865348816,48,43
68.49315166473389,48,44
83.80952477455139,48,45
68.50393414497375,48,46
73.45132827758789,48,47
84.3478262424469,48,48
78.81355881690979,49,1
70.76923251152039,49,2
64.38356041908264,49,3
74.43181872367859,49,4
69.53125,49,5
72.50000238418579,49,6
60.86956262588501,49,7
68.42105388641357,49,8
72.38805890083313,49,9
68.84058117866516,49,10
