effective_batch_size,epoch,family,gradient_norm_mean,image_presentations,learning_rate,optimizer_steps,peak_learning_rate,role,schedule,seed,train_objective_accuracy,train_objective_nll,validation_accuracy,validation_nll,wall_seconds
64,27,macro,0.052437524482515194,329238,0.0001441741215357358,5157,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.003248561674089574,76.68087897671367,1.2973434670943438,1024.4794744364917
64,28,macro,0.043178428923199196,341432,0.00013438602353864769,5348,0.0003,screening,warmup_cosine,1993,99.9261932097753,0.002521262611544326,76.81206953099377,1.2924585264211563,1065.0324658732861
64,29,macro,0.05284871539669063,353626,0.00012467278534898006,5539,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.0034333425837500047,76.54968842243359,1.303934644659686,1103.4144370891154
64,30,macro,0.05830622513483508,365820,0.00011507689452898662,5730,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.0033111539906862625,76.77927189242375,1.3016326781686074,1141.570675946772
64,31,macro,0.04769438858746176,378014,0.00010564032534107419,5921,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.0025251320254241556,76.61528369957362,1.3114309476687893,1179.3976363036782
64,32,macro,0.04734801482141057,390208,9.640435514434825e-05,6112,0.0003,screening,warmup_cosine,1993,99.91799245530589,0.002886056499205907,76.51689078386356,1.3130237395429503,1221.1090466044843
64,33,macro,0.043571724058421454,402402,8.740938383954664e-05,6303,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.002325993816403262,76.8448671695638,1.306698253327567,1259.1132438369095
64,34,macro,0.052926808688606754,414596,7.86947571521442e-05,6494,0.0003,screening,warmup_cosine,1993,99.86058717402001,0.002755021567967987,76.77927189242375,1.3062531761201963,1296.4945033490658
64,35,macro,0.05303362108515917,426790,7.029859452662159e-05,6685,0.0003,screening,warmup_cosine,1993,99.86878792848943,0.0029141578651635945,77.10724827812398,1.3113368088474193,1334.5589299649
64,36,macro,0.04403140163231953,438984,6.225762238472162e-05,6876,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.0020808217289683584,77.04165300098393,1.3078848543852108,1372.513472110033
64,37,macro,0.040763311267888944,451178,5.4607013477054136e-05,7067,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.0018420134956218463,76.91046244670383,1.3090066631413475,1409.7777421120554
64,38,macro,0.04340306683949375,463372,4.7380233030755056e-05,7258,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.0018846008334567317,77.04165300098393,1.3096638707967616,1451.1153886690736
64,39,macro,0.044114026221195576,475566,4.060889236618019e-05,7449,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.0019004332426827287,77.10724827812398,1.3084958252573686,1490.0221874713898
64,40,macro,0.0406511393628639,487760,3.432261062294169e-05,7640,0.0003,screening,warmup_cosine,1993,99.90159094636707,0.001634948543394044,76.97605772384388,1.3101021969032975,1527.761536328122
64,41,macro,0.04210460555760424,499954,2.8548885200124564e-05,7831,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.0016689835287653776,77.04165300098393,1.3098752380551257,1567.668753201142
64,42,macro,0.04240009245274988,512148,2.331297147740224e-05,8022,0.0003,screening,warmup_cosine,1993,99.86878792848943,0.0016404651062633634,77.04165300098393,1.3107856270054123,1606.2349323872477
64,43,macro,0.0404101500430276,524342,1.8637772343173413e-05,8213,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.0015360125854833803,77.10724827812398,1.3110882817584595,1644.7291352897882
64,44,macro,0.04130324386809928,536536,1.4543738012946509e-05,8404,0.0003,screening,warmup_cosine,1993,99.89339019189765,0.0015540608562796708,77.14004591669399,1.31075191529081,1683.0321380775422
64,45,macro,0.0397806919282863,548730,1.1048776576184351e-05,8595,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.001459106179716471,77.20564119383404,1.3115862567685166,1720.8198470566422
64,46,macro,0.039377164175485244,560924,8.168175662894445e-06,8786,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.0014057003984455987,77.20564119383404,1.3114025595149825,1759.411554818973
64,47,macro,0.03836310349730287,573118,5.9145355726104056e-06,8977,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.0013710489444347881,77.10724827812398,1.31150550754706,1798.0181592181325
64,48,macro,0.03663938305540625,585312,4.297714158271011e-06,9168,0.0003,screening,warmup_cosine,1993,99.91799245530589,0.0012644096751945888,77.17284355526402,1.311326986220908,1835.6611691862345
64,49,macro,0.03766833308076057,597506,3.324783706085385e-06,9359,0.0003,screening,warmup_cosine,1993,99.90979170083648,0.0013096532079456711,77.17284355526402,1.3116753660447873,1873.6296940539032
64,50,macro,0.03642646274108839,609700,2.9999999999999997e-06,9550,0.0003,screening,warmup_cosine,1993,99.91799245530589,0.0012478011933549304,77.14004591669399,1.3115472565247763,1911.6411677543074
128,1,macro,7.693674981594086,12194,1.2e-05,96,3e-05,screening,warmup_cosine,1993,2.771855010660981,5.218339641934558,9.642505739586749,4.436007130924073,37.93042072467506
128,2,macro,6.823199436068535,24388,2.4e-05,192,3e-05,screening,warmup_cosine,1993,29.30949647367558,3.45135264797877,47.78615939652345,2.526220715135854,79.57652117684484
128,3,macro,5.702494169274966,36582,2.9992212200325898e-05,288,3e-05,screening,warmup_cosine,1993,60.85779891750041,1.8543343859186558,64.18497868153493,1.6215769541619371,120.30529341287911
128,4,macro,4.942881469925244,48776,2.992795934745722e-05,384,3e-05,screening,warmup_cosine,1993,74.11021814006888,1.1835283645747507,68.67825516562807,1.3565520539601228,159.0129830967635
128,5,macro,4.450228010614713,60970,2.9799057897226663e-05,480,3e-05,screening,warmup_cosine,1993,81.53190093488601,0.8561201940232738,71.33486388979993,1.2254879639632743,197.51774001307786
128,6,macro,4.032650180160999,73164,2.9606071750086196e-05,576,3e-05,screening,warmup_cosine,1993,86.67377398720683,0.636844833502911,72.41718596261069,1.162890108032827,236.316620208323
128,7,macro,3.6742614010969796,85358,2.934984515546361e-05,672,3e-05,screening,warmup_cosine,1993,90.6839429227489,0.47739415382271383,73.76188914398163,1.1224098218077712,274.4267417639494
128,8,macro,3.2601221750179925,97552,2.9031499018455444e-05,768,3e-05,screening,warmup_cosine,1993,93.88223716581926,0.3518715242645829,73.79468678255165,1.1125700097664257,312.62168169394135
128,9,macro,2.812136826415857,109746,2.8652425996244566e-05,864,3e-05,screening,warmup_cosine,1993,96.66229293094965,0.2533101426669373,74.58183010823221,1.09705646298447,352.1417962163687
128,10,macro,2.358375829954942,121940,2.8214284405693763e-05,960,3e-05,screening,warmup_cosine,1993,98.26964080695424,0.17983177272495685,74.54903246966218,1.0997877161633425,390.33491706848145
128,11,macro,1.8734080431361992,134134,2.7718990968767763e-05,1056,3e-05,screening,warmup_cosine,1993,99.27833360669182,0.12293808501686095,75.1393899639226,1.0934598978404806,427.78288401663303
128,12,macro,1.415397860109806,146328,2.7168712427519842e-05,1152,3e-05,screening,warmup_cosine,1993,99.66376906675414,0.08319150261631046,74.90980649393244,1.100272599342574,465.7330569010228
128,13,macro,1.0646770158782601,158522,2.6565856065324765e-05,1248,3e-05,screening,warmup_cosine,1993,99.81138264720354,0.057565037492886904,75.20498524106264,1.1041095291993468,503.98202590085566
128,14,macro,0.7637846088036895,170716,2.5913059175824377e-05,1344,3e-05,screening,warmup_cosine,1993,99.86058717402001,0.03963484888450619,75.23778287963266,1.1078534262342192,543.1348080914468
128,15,macro,0.6158675383776426,182910,2.5213177525655753e-05,1440,3e-05,screening,warmup_cosine,1993,99.87698868295884,0.030093284196417235,75.04099704821253,1.1047092611651297,581.1196355968714
128,16,macro,0.5013233969608942,195104,2.4469272861433493e-05,1536,3e-05,screening,warmup_cosine,1993,99.86878792848943,0.02392483595376799,75.36897343391276,1.1111053311656678,618.841793525964
128,17,macro,0.4211052382985751,207298,2.368459951563896e-05,1632,3e-05,screening,warmup_cosine,1993,99.89339019189765,0.01972346199679144,74.94260413250245,1.1161322976847718,656.2956266403198
128,18,macro,0.4087166069075465,219492,2.286259017001125e-05,1728,3e-05,screening,warmup_cosine,1993,99.84418566508118,0.01853033574229286,75.36897343391276,1.1127569524527925,694.1984267011285
128,19,macro,0.3530111696260671,231686,2.200684083872008e-05,1824,3e-05,screening,warmup_cosine,1993,99.86058717402001,0.015519353372455915,75.33617579534274,1.1153707757626412,733.0918973311782
128,20,macro,0.32422563387081027,243880,2.112109513701441e-05,1920,3e-05,screening,warmup_cosine,1993,99.88518943742824,0.014003107180962196,75.66415218104297,1.1181394802855444,782.3931330367923
128,21,macro,0.31260463952397305,256074,2.0209227904165882e-05,2016,3e-05,screening,warmup_cosine,1993,99.87698868295884,0.01337053828773605,75.59855690390292,1.121427191324256,821.8141268547624
128,22,macro,0.2745556579902768,268268,1.92752282523515e-05,2112,3e-05,screening,warmup_cosine,1993,99.88518943742824,0.011491990419847371,75.79534273532306,1.122102186303719,865.7991994060576
128,23,macro,0.25912724815619487,280462,1.832318211563065e-05,2208,3e-05,screening,warmup_cosine,1993,99.87698868295884,0.010707044231905318,75.69694981961298,1.1219302559336821,903.731881679967
128,24,macro,0.2556341988965869,292656,1.7357254375359135e-05,2304,3e-05,screening,warmup_cosine,1993,99.87698868295884,0.010422540694470286,75.59855690390292,1.1274964760154456,945.3887566439807
128,25,macro,0.23899158431837955,304850,1.6381670640235227e-05,2400,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.009634452216523934,75.86093801246311,1.1318433817271993,983.7062964551151
128,26,macro,0.23966695934844515,317044,1.540069876068415e-05,2496,3e-05,screening,warmup_cosine,1993,99.86878792848943,0.009043258028732707,75.4345687110528,1.1346451511301734,1023.0645370688289
128,27,macro,0.21917626727372408,329238,1.4418630158449134e-05,2592,3e-05,screening,warmup_cosine,1993,99.89339019189765,0.008477220862580848,75.33617579534274,1.1363365408552402,1062.679733240977
128,28,macro,0.2018727452183763,341432,1.3439761053065982e-05,2688,3e-05,screening,warmup_cosine,1993,99.90979170083648,0.0077135917181184255,75.63135454247295,1.1311641904556309,1101.2640950959176
128,29,macro,0.2087502674354861,353626,1.2468373667348804e-05,2784,3e-05,screening,warmup_cosine,1993,99.88518943742824,0.008060950890356975,75.46736634962282,1.1405985711167468,1140.517938427627
128,30,macro,0.2121983931089441,365820,1.1508717494106812e-05,2880,3e-05,screening,warmup_cosine,1993,99.86878792848943,0.007759267313667687,75.69694981961298,1.1436894855643147,1187.9360540565103
128,31,macro,0.19172970003758869,378014,1.0564990706043755e-05,2976,3e-05,screening,warmup_cosine,1993,99.87698868295884,0.00689042157103864,75.63135454247295,1.143234529429555,1225.9176451731473
128,32,macro,0.18710348918102682,390208,9.641321790165636e-06,3072,3e-05,screening,warmup_cosine,1993,99.87698868295884,0.006672911601358307,75.66415218104297,1.1437285183374513,1264.3655041009188
128,33,macro,0.17083584136950472,402402,8.741751487039824e-06,3168,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.006151056170404906,75.50016398819285,1.143948399539696,1302.6227763090283
128,34,macro,0.1918363927397877,414596,7.870215113915356e-06,3264,3e-05,screening,warmup_cosine,1993,99.86878792848943,0.006352217955649515,75.59855690390292,1.1450738278167214,1341.0486547444016
128,35,macro,0.19627338026960692,426790,7.03052534903471e-06,3360,3e-05,screening,warmup_cosine,1993,99.86878792848943,0.006350832873531027,75.59855690390292,1.1440370509021593,1379.292248448357
128,36,macro,0.16593329173823199,438984,6.2263555524499845e-06,3456,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.005774989653282797,75.76254509675303,1.143169598252549,1417.5124088823795
128,37,macro,0.15116173952507475,451178,5.461223696309297e-06,3552,3e-05,screening,warmup_cosine,1993,99.90979170083648,0.005193752608612871,75.72974745818301,1.1453902475088689,1456.0600151289254
128,38,macro,0.1667518640945976,463372,4.738476974912833e-06,3648,3e-05,screening,warmup_cosine,1993,99.87698868295884,0.005296330295939396,75.63135454247295,1.145833083941296,1494.5128434039652
128,39,macro,0.16725776445431015,475566,4.0612771618646225e-06,3744,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.005377270646695135,75.53296162676287,1.1471939374674105,1534.5745064802468
128,40,macro,0.16010760162801793,487760,3.4325867783773617e-06,3840,3e-05,screening,warmup_cosine,1993,99.87698868295884,0.005183443781468093,75.5657592653329,1.1476003409761333,1573.0818181391805
128,41,macro,0.1596967636529977,499954,2.855156133239421e-06,3936,3e-05,screening,warmup_cosine,1993,99.89339019189765,0.005035408123489363,75.63135454247295,1.1478968977185302,1612.7136765848845
128,42,macro,0.14572232658974826,512148,2.3315112911397185e-06,4032,3e-05,screening,warmup_cosine,1993,99.9343939642447,0.004706703543135117,75.5657592653329,1.1494027422701347,1668.5300668757409
128,43,macro,0.1514523101892943,524342,1.8639430219850847e-06,4128,3e-05,screening,warmup_cosine,1993,99.88518943742824,0.0048239555186045955,75.53296162676287,1.1494152185446944,1726.796383207664
128,44,macro,0.15264064578029016,536536,1.4544967795530696e-06,4224,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.00477191835656525,75.53296162676287,1.1490789596742785,1790.4072500448674
128,45,macro,0.14308413521697125,548730,1.104963753320247e-06,4320,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.004539289786539176,75.53296162676287,1.1494668989972858,1847.0768148768693
128,46,macro,0.150014079719161,560924,8.168730326112175e-07,4416,3e-05,screening,warmup_cosine,1993,99.86878792848943,0.004682714418639936,75.5657592653329,1.1496895539561192,1898.9083791803569
128,47,macro,0.1407684371030579,573118,5.914849173475656e-07,4512,3e-05,screening,warmup_cosine,1993,99.94259471871412,0.004496881106221639,75.5657592653329,1.1499042204459327,1943.8490716479719
128,48,macro,0.13523608120158315,585312,4.2978540465996677e-07,4608,3e-05,screening,warmup_cosine,1993,99.95079547318353,0.004356797169286031,75.46736634962282,1.1500709473637136,1991.7697800025344
128,49,macro,0.15267880357957134,597506,3.3248187548266457e-07,4704,3e-05,screening,warmup_cosine,1993,99.90159094636707,0.00453913745595448,75.53296162676287,1.1496111831339746,2035.4466507676989
128,50,macro,0.1308975153369829,609700,3.0000000000000004e-07,4800,3e-05,screening,warmup_cosine,1993,99.95899622765295,0.004280900083175542,75.5657592653329,1.1499624242935855,2079.0849121697247
128,1,macro,7.319801290829976,12194,4e-05,96,0.0001,screening,warmup_cosine,1993,12.65376414630146,4.532685462384805,42.5713348638898,2.8344018722839457,41.336831187829375
128,2,macro,5.573273440202077,24388,8e-05,192,0.0001,screening,warmup_cosine,1993,60.81679514515336,1.800270816351872,67.92390947851754,1.3925649343298552,83.58898324333131
128,3,macro,4.457785015304883,36582,9.9974040667753e-05,288,0.0001,screening,warmup_cosine,1993,78.59603083483681,0.9025790882595488,71.95801902263037,1.1682336606444512,123.1090125516057
128,4,macro,3.5539649054408073,48776,9.975986449152407e-05,384,0.0001,screening,warmup_cosine,1993,89.23240938166312,0.47090246037262196,72.87635290259101,1.1262833772623644,163.21609406732023
128,5,macro,2.58788829917709,60970,9.933019299075554e-05,480,0.0001,screening,warmup_cosine,1993,95.98163030998852,0.22135452772919148,73.92587733683175,1.1068314451903896,203.31785810925066
128,6,macro,1.6712824429074924,73164,9.868690583362066e-05,576,0.0001,screening,warmup_cosine,1993,98.78628833852714,0.09594740850213357,73.95867497540178,1.1313953881343493,243.51839162409306
128,7,macro,1.0718449912965298,85358,9.78328171848787e-05,672,0.0001,screening,warmup_cosine,1993,99.43414794161063,0.05063129261280252,75.1393899639226,1.1288372726665634,285.04227045178413
128,8,macro,0.6449393319586912,97552,9.677166339485149e-05,768,0.0001,screening,warmup_cosine,1993,99.66376906675414,0.02829384788130275,75.69694981961298,1.1344226012663123,324.1927289031446
128,9,macro,0.46652866527438164,109746,9.550808665414856e-05,864,0.0001,screening,warmup_cosine,1993,99.72117434804002,0.02042844002415396,75.36897343391276,1.134364867843773,364.78719002380967
128,10,macro,0.3824718455628802,121940,9.404761468564588e-05,960,0.0001,screening,warmup_cosine,1993,99.7785796293259,0.013042944746954393,75.59855690390292,1.1201685889504627,405.2873967718333
128,11,macro,0.26321796580062556,134134,9.239663656255922e-05,1056,0.0001,screening,warmup_cosine,1993,99.79498113826472,0.010220309564553852,76.45129550672351,1.1182515628222913,447.1918708756566
128,12,macro,0.18802981676223376,146328,9.056237475839947e-05,1152,0.0001,screening,warmup_cosine,1993,99.8523864195506,0.00945199902612537,76.18891439816333,1.130541227496464,487.1291460040957
128,13,macro,0.16079814627300948,158522,8.855285355108254e-05,1248,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.007574583167460428,76.25450967530338,1.1223883949447437,526.8365363124758
128,14,macro,0.13144076716465256,170716,8.637686391941459e-05,1344,0.0001,screening,warmup_cosine,1993,99.86878792848943,0.00613251201868331,76.4184978681535,1.1284492958096373,568.3604733813554
128,15,macro,0.1581301211651104,182910,8.404392508551918e-05,1440,0.0001,screening,warmup_cosine,1993,99.84418566508118,0.007349538689698277,76.18891439816333,1.1339355273573624,608.8977600354701
128,16,macro,0.12500321042413512,195104,8.156424287144497e-05,1536,0.0001,screening,warmup_cosine,1993,99.84418566508118,0.005179682002021423,75.92653328960314,1.1550542619354258,649.593655327335
128,17,macro,0.16677890597687414,207298,7.894866505212988e-05,1632,0.0001,screening,warmup_cosine,1993,99.83598491061177,0.0071419099911287295,76.32010495244343,1.1703843541831882,690.0318749919534
128,18,macro,0.18286026626204452,219492,7.62086339000375e-05,1728,0.0001,screening,warmup_cosine,1993,99.81958340167296,0.0077866666215706095,76.32010495244343,1.1446511458474795,729.9201882798225
128,19,macro,0.10251609763751428,231686,7.335613612906694e-05,1824,0.0001,screening,warmup_cosine,1993,99.86878792848943,0.004704617800938608,76.35290259101345,1.1445340950710339,772.0271728262305
128,20,macro,0.09532968325462814,243880,7.04036504567147e-05,1920,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.003895932540593234,76.5824860610036,1.1465362393687928,814.5084201954305
128,21,macro,0.1045595789522243,256074,6.736409301388628e-05,2016,0.0001,screening,warmup_cosine,1993,99.86878792848943,0.005393304745838528,76.54968842243359,1.1436981058542983,855.0608507692814
128,22,macro,0.08782548919164886,268268,6.425076084117167e-05,2112,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.003880517725594927,76.38570022958346,1.1470574541301484,894.6889846604317
128,23,macro,0.08630236553532693,280462,6.107727371876884e-05,2208,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.003823538686440424,76.38570022958346,1.150255268931428,934.1276558414102
128,24,macro,0.08530682002310641,292656,5.785751458453045e-05,2304,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.004596156977778168,76.1561167595933,1.1560644523242765,973.242640607059
128,25,macro,0.07536817172270578,304850,5.460556880078409e-05,2400,0.0001,screening,warmup_cosine,1993,99.90979170083648,0.004163365677299706,76.4184978681535,1.1567897865443044,1012.2786029782146
128,26,macro,0.08419886405075279,317044,5.133566253561384e-05,2496,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.0037869929055102405,76.2873073138734,1.1593249625321411,1051.8504948802292
128,27,macro,0.07552717310803321,329238,4.8062100528163784e-05,2592,0.0001,screening,warmup_cosine,1993,99.90979170083648,0.0035437532227528532,76.05772384388324,1.1565799744413032,1090.883298061788
128,28,macro,0.06458080252438474,341432,4.4799203510219936e-05,2688,0.0001,screening,warmup_cosine,1993,99.9261932097753,0.003110384929369801,76.35290259101345,1.152606197168257,1130.6553625371307
128,29,macro,0.07474323833594099,353626,4.156124555782935e-05,2784,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.0035895570117918532,76.2873073138734,1.1655539477915402,1172.4205582831055
128,30,macro,0.07840421338914894,365820,3.836239164702271e-05,2880,0.0001,screening,warmup_cosine,1993,99.86058717402001,0.0036234610272720836,76.45129550672351,1.1670970084746184,1211.4098945800215
128,31,macro,0.06651429455572118,378014,3.521663568681252e-05,2976,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.0027449965985344923,76.25450967530338,1.1669904171501702,1250.5959833357483
128,32,macro,0.06611568329390138,390208,3.213773930055212e-05,3072,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.0028229441254847124,76.45129550672351,1.1678945542007402,1289.8109366744757
128,33,macro,0.06072390750826647,402402,2.9139171623466083e-05,3168,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.0024422447525401067,76.4184978681535,1.1671877992704447,1329.6826593317091
128,34,macro,0.07342041402201478,414596,2.6234050379717857e-05,3264,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.002906827227060807,76.32010495244343,1.1693108315622662,1370.1682664975524
128,35,macro,0.07888827216811478,426790,2.3435084496782365e-05,3360,0.0001,screening,warmup_cosine,1993,99.8523864195506,0.003062808398283836,76.38570022958346,1.1702121398065004,1409.5858434401453
128,36,macro,0.060440830634130784,438984,2.0754518508166614e-05,3456,0.0001,screening,warmup_cosine,1993,99.90979170083648,0.0024442471342632686,76.45129550672351,1.169382712769876,1449.1834932118654
128,37,macro,0.055820016151604555,451178,1.820407898769766e-05,3552,0.0001,screening,warmup_cosine,1993,99.90159094636707,0.0021719493806528346,76.25450967530338,1.1702689073561996,1489.0044363178313
128,38,macro,0.0613401700296284,463372,1.5794923249709446e-05,3648,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.0020597563604067364,76.4184978681535,1.170626845818029,1531.6305468380451
128,39,macro,0.06113168903781722,475566,1.3537590539548742e-05,3744,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.0021596199492069272,76.32010495244343,1.1721963929363688,1569.7421837318689
128,40,macro,0.05746810101360703,487760,1.1441955927924538e-05,3840,0.0001,screening,warmup_cosine,1993,99.90979170083648,0.001995402896171596,76.54968842243359,1.1724889448096456,1609.6304834149778
128,41,macro,0.05843085905750437,499954,9.51718711079807e-06,3936,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.0019484540468672367,76.4184978681535,1.1728381191014696,1655.3246958479285
128,42,macro,0.05444898023173058,512148,7.771704303799061e-06,4032,0.0001,screening,warmup_cosine,1993,99.90159094636707,0.0018196399532147307,76.45129550672351,1.174036644685069,1698.8531768042594
128,43,macro,0.0569090265489649,524342,6.213143406616949e-06,4128,0.0001,screening,warmup_cosine,1993,99.90159094636707,0.0019000385635423527,76.45129550672351,1.1736624027401081,1740.300764663145
128,44,macro,0.05744406519806944,536536,4.848322598510232e-06,4224,0.0001,screening,warmup_cosine,1993,99.89339019189765,0.0018684812035544185,76.4184978681535,1.1737738409445848,1782.4139534141868
128,45,macro,0.053080471843713894,548730,3.6832125110674902e-06,4320,0.0001,screening,warmup_cosine,1993,99.91799245530589,0.0016938089366347864,76.4184978681535,1.1742348800764275,1825.9919455628842
128,46,macro,0.05611444159876555,560924,2.7229101087040585e-06,4416,0.0001,screening,warmup_cosine,1993,99.88518943742824,0.0018476952641483836,76.45129550672351,1.1743431816964354,1864.9825744628906
128,47,macro,0.053437651852921896,573118,1.971616391158552e-06,4512,0.0001,screening,warmup_cosine,1993,99.94259471871412,0.0017133378212190328,76.38570022958346,1.174447168166929,1905.2433572318405
128,48,macro,0.051795845594218314,585312,1.4326180155332226e-06,4608,0.0001,screening,warmup_cosine,1993,99.9343939642447,0.0016395874897026323,76.38570022958346,1.1748872959015604,1944.8417754676193
128,49,macro,0.05855007485176126,597506,1.1082729182755486e-06,4704,0.0001,screening,warmup_cosine,1993,99.87698868295884,0.0017820435292176854,76.32010495244343,1.174519782537083,1983.1533010192215
128,50,macro,0.051076477194631785,609700,1.0000000000000002e-06,4800,0.0001,screening,warmup_cosine,1993,99.9343939642447,0.0016468217065143881,76.32010495244343,1.1750691564953417,2021.7916978280991
128,1,macro,6.6399813542763395,12194,0.00012,96,0.0003,screening,warmup_cosine,1993,30.022962112514353,3.5205338152584646,63.49622827156445,1.5978580798896347,41.359830202534795
128,2,macro,4.566627271473408,24388,0.00024,192,0.0003,screening,warmup_cosine,1993,73.9790060685583,1.0938912134043834,71.43325680551,1.214200558760941,79.87837435863912
128,3,macro,3.464757040143013,36582,0.00029992212200325894,288,0.0003,screening,warmup_cosine,1993,85.35345251763162,0.5658373612936782,72.08920957691046,1.234525259536538,119.78073563054204
128,4,macro,2.473681028932333,48776,0.00029927959347457217,384,0.0003,screening,warmup_cosine,1993,93.24257831720519,0.26521203313398617,72.51557887832077,1.291413011610332,157.83092914521694
128,5,macro,1.7723873543242614,60970,0.0002979905789722666,480,0.0003,screening,warmup_cosine,1993,96.58848614072495,0.1364533461389609,74.74581830108232,1.1987455974214778,196.27916386164725
128,6,macro,1.4342825002968311,73164,0.00029606071750086195,576,0.0003,screening,warmup_cosine,1993,97.81859931113662,0.09115045073972054,73.17153164972122,1.3121873599734608,234.05166719853878
128,7,macro,1.1558741061016917,85358,0.0002934984515546361,672,0.0003,screening,warmup_cosine,1993,98.44185665081187,0.06930276799909753,74.12266316825189,1.261964629696564,271.70448264479637
128,8,macro,0.931493557523936,97552,0.0002903149901845544,768,0.0003,screening,warmup_cosine,1993,98.84369361981302,0.0474711559103105,74.48343719252213,1.2647039313987265,313.53021191060543
128,9,macro,0.735451328024889,109746,0.00028652425996244564,864,0.0003,screening,warmup_cosine,1993,99.19632606199771,0.03365989338086632,74.84421121679239,1.2863958039100774,352.03318574652076
128,10,macro,0.5772261486854404,121940,0.0002821428440569376,960,0.0003,screening,warmup_cosine,1993,99.44234869608005,0.021877170293394105,75.04099704821253,1.26444697919616,390.5063118506223
128,11,macro,0.3457803512380148,134134,0.0002771899096876776,1056,0.0003,screening,warmup_cosine,1993,99.71297359357061,0.013532361457127712,75.99212856674319,1.2332107141081252,427.824123384431
128,12,macro,0.17291222260488817,146328,0.00027168712427519837,1152,0.0003,screening,warmup_cosine,1993,99.81958340167296,0.007758149509060787,76.22171203673335,1.237257434798679,466.6227502040565
128,13,macro,0.15262028448826945,158522,0.0002656585606532476,1248,0.0003,screening,warmup_cosine,1993,99.8523864195506,0.007882051591464921,76.97605772384388,1.207721261049185,505.620098143816
128,14,macro,0.11062615526801285,170716,0.00025913059175824375,1344,0.0003,screening,warmup_cosine,1993,99.8523864195506,0.005408270546348638,77.17284355526402,1.1901198837865803,543.5998503584415
128,15,macro,0.11361981644101131,182910,0.0002521317752565575,1440,0.0003,screening,warmup_cosine,1993,99.86058717402001,0.005980646686513286,77.04165300098393,1.2091108230185454,582.1682337839156
128,16,macro,0.14621020655613393,195104,0.0002446927286143349,1536,0.0003,screening,warmup_cosine,1993,99.81138264720354,0.005064235586836159,76.94326008527386,1.2293920495072987,626.2785492762923
128,17,macro,0.1266996433356932,207298,0.0002368459951563896,1632,0.0003,screening,warmup_cosine,1993,99.82778415614237,0.007485467008788096,77.07445063955396,1.225730190358423,669.8590151108801
128,18,macro,0.11805724475804406,219492,0.00022862590170011246,1728,0.0003,screening,warmup_cosine,1993,99.80318189273413,0.006795956323200393,77.23843883240407,1.2024090029678018,714.124143242836
128,19,macro,0.09904483690237005,231686,0.00022006840838720081,1824,0.0003,screening,warmup_cosine,1993,99.86058717402001,0.005212931979459212,77.27123647097409,1.199209449094958,761.1858461052179
128,20,macro,0.09763930071494542,243880,0.00021121095137014407,1920,0.0003,screening,warmup_cosine,1993,99.86878792848943,0.003981439260179652,77.46802230239423,1.2051166948548064,802.9012010283768
128,21,macro,0.08574809382359187,256074,0.0002020922790416588,2016,0.0003,screening,warmup_cosine,1993,99.86878792848943,0.004981469937928763,77.5664152181043,1.1942873473400442,846.8292063586414
128,22,macro,0.061793910358877234,268268,0.00019275228252351497,2112,0.0003,screening,warmup_cosine,1993,99.87698868295884,0.003193039874160839,77.63201049524434,1.1925904075995395,886.3033806923777
128,23,macro,0.05992759316238031,280462,0.00018323182115630648,2208,0.0003,screening,warmup_cosine,1993,99.88518943742824,0.0032305217227213143,77.63201049524434,1.198539768918376,930.5292354226112
