arm,arm_label,result_source,policy,max_nodes_per_level,run_seed,training_sample_multiplier,base_parameter_count,condition,learned_permutation_count,active_node_count,input_slot_count,integrator_parameter_count,accuracy,cross_entropy,training_examples,current_examples,historical_examples,epochs,total_training_wall_seconds,state_initialization_wall_seconds,data_preparation_wall_seconds,feature_wall_seconds,optimizer_wall_seconds,total_training_forward_example_passes,feature_forward_example_passes,integrator_forward_example_passes,integrator_backward_example_passes,feature_forward_calls,integrator_forward_calls,integrator_backward_calls,excluded_diagnostic_forward_example_passes,excluded_evaluation_examples,excluded_evaluation_feature_forward_example_passes,excluded_evaluation_integrator_forward_example_passes_per_condition
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,37,3,7,17650160,0.7620354890823364,0.8960130214691162,512,256,256,4,0.2172095626592636,0.0,0.007761901244521141,0.11669759266078472,0.09275006875395775,3584,1536,2048,2048,6,32,16,1024,9472,28416,9472
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,38,3,7,17650160,0.7495887875556946,0.9315198659896851,512,256,256,4,0.21613854356110096,0.0,0.008132046088576317,0.11588249914348125,0.09212399832904339,3584,1536,2048,2048,6,32,16,1024,9728,29184,9728
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,39,4,7,17650160,0.7556089758872986,0.9258875846862793,512,256,256,4,0.2511642426252365,0.0,0.0075459592044353485,0.1414408665150404,0.10217741690576077,4096,2048,2048,2048,8,32,16,1024,9984,39936,9984
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,40,2,7,17650160,0.7798827886581421,0.872333824634552,512,256,256,4,0.19218255765736103,0.0,0.008067741990089417,0.08508559316396713,0.09902922250330448,3072,1024,2048,2048,4,32,16,1024,10240,20480,10240
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,41,3,7,17650160,0.7553353905677795,0.8946989178657532,512,256,256,4,0.22984231635928154,0.0,0.008605506271123886,0.11588474549353123,0.10535206459462643,3584,1536,2048,2048,6,32,16,1024,10496,31488,10496
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,full_replay_integrator_20_epochs,41,3,7,17650160,0.7954458594322205,1.0176857709884644,10496,10496,0,20,7.950385669246316,0.08925322070717812,0.0070884693413972855,0.46077669970691204,7.3932672794908285,241408,31488,209920,209920,18,1640,1640,20992,10496,31488,10496
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,42,3,7,17650160,0.754092276096344,0.9703030586242676,512,256,256,4,0.22287525795400143,0.0,0.008722148835659027,0.1160660982131958,0.0980870109051466,3584,1536,2048,2048,6,32,16,1024,10752,32256,10752
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,43,4,7,17650160,0.7323764562606812,1.0008320808410645,512,256,256,4,0.24947687052190304,0.0,0.008517498150467873,0.1430281400680542,0.09793123230338097,4096,2048,2048,2048,8,32,16,1024,11008,44032,11008
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,44,3,7,17650160,0.7674893736839294,0.9289367198944092,512,256,256,4,0.22077390179038048,0.0,0.008816316723823547,0.11420892179012299,0.09774866327643394,3584,1536,2048,2048,6,32,16,1024,11264,33792,11264
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,45,4,7,17650160,0.7521701455116272,0.9303281307220459,512,256,256,4,0.2526641860604286,0.0,0.008889934048056602,0.14320903085172176,0.10056522116065025,4096,2048,2048,2048,8,32,16,1024,11520,46080,11520
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,46,4,7,17650160,0.7640964388847351,0.9272875785827637,512,256,256,4,0.2482439298182726,0.0,0.013134557753801346,0.14337936975061893,0.09173000231385231,4096,2048,2048,2048,8,32,16,1024,11776,47104,11776
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,47,5,7,17650160,0.7180851101875305,1.0208680629730225,512,256,256,4,0.2832936570048332,0.0,0.012978032231330872,0.16932973265647888,0.10098589211702347,4608,2560,2048,2048,10,32,16,1024,12032,60160,12032
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,48,2,7,17650160,0.7674153447151184,0.8716666102409363,512,256,256,4,0.19433996081352234,0.0,0.010432340204715729,0.09332400187849998,0.09058361873030663,3072,1024,2048,2048,4,32,16,1024,12288,24576,12288
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,49,3,7,17650160,0.7532684803009033,0.9068022966384888,512,256,256,4,0.2249956987798214,0.0,0.01492118276655674,0.11458465456962585,0.0954898614436388,3584,1536,2048,2048,6,32,16,1024,12544,37632,12544
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,50,3,7,17650160,0.7603906393051147,0.9191993474960327,512,256,256,4,0.22516169399023056,0.0,0.017972618341445923,0.1140329223126173,0.09315615333616734,3584,1536,2048,2048,6,32,16,1024,12800,38400,12800
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,51,4,7,17650160,0.7614123821258545,0.8711850047111511,512,256,256,4,0.2674813736230135,0.0,0.01481298916041851,0.1424058098345995,0.11026257462799549,4096,2048,2048,2048,8,32,16,1024,13056,52224,13056
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,52,3,7,17650160,0.7437649965286255,0.9823175668716431,512,256,256,4,0.2239183895289898,0.0,0.015164989978075027,0.11181091889739037,0.0969424806535244,3584,1536,2048,2048,6,32,16,1024,13312,39936,13312
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,53,4,7,17650160,0.7246462106704712,1.0324164628982544,512,256,256,4,0.24930423498153687,0.0,0.011296764016151428,0.14552020840346813,0.0924872625619173,4096,2048,2048,2048,8,32,16,1024,13568,54272,13568
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,54,4,7,17650160,0.7446469664573669,0.9693418145179749,512,256,256,4,0.256417041644454,0.0,0.0156590286642313,0.14052278734743595,0.10023522563278675,4096,2048,2048,2048,8,32,16,1024,13824,55296,13824
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,55,5,7,17650160,0.7249289751052856,1.0736100673675537,512,256,256,4,0.2819782290607691,0.0,0.01562369056046009,0.17201260291039944,0.09434193558990955,4608,2560,2048,2048,10,32,16,1024,14080,70400,14080
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,56,3,7,17650160,0.7499302625656128,0.9671900868415833,512,256,256,4,0.2286899220198393,0.0,0.017985671758651733,0.11348077468574047,0.09722347557544708,3584,1536,2048,2048,6,32,16,1024,14336,43008,14336
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,57,4,7,17650160,0.7398574352264404,0.9632279872894287,512,256,256,4,0.2653418108820915,0.0,0.02092014253139496,0.14498046413064003,0.09944120422005653,4096,2048,2048,2048,8,32,16,1024,14592,58368,14592
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,58,4,7,17650160,0.7603043913841248,0.9307842254638672,512,256,256,4,0.2563431113958359,0.0,0.02188827656209469,0.14372499659657478,0.0907298382371664,4096,2048,2048,2048,8,32,16,1024,14848,59392,14848
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,59,5,7,17650160,0.7380164265632629,1.0048128366470337,512,256,256,4,0.29361603781580925,0.0,0.02126406505703926,0.1707146931439638,0.10163727961480618,4608,2560,2048,2048,10,32,16,1024,15104,75520,15104
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,60,4,7,17650160,0.743945300579071,0.9594658613204956,512,256,256,4,0.26120862551033497,0.0,0.013484342023730278,0.14204048551619053,0.10568379797041416,4096,2048,2048,2048,8,32,16,1024,15360,61440,15360
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,61,5,7,17650160,0.7455814480781555,0.9692444205284119,512,256,256,4,0.2863899376243353,0.0,0.022670229896903038,0.16946574673056602,0.09425396099686623,4608,2560,2048,2048,10,32,16,1024,15616,78080,15616
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,62,5,7,17650160,0.7361391186714172,1.0087404251098633,512,256,256,4,0.28938071988523006,0.0,0.017783280462026596,0.17000142484903336,0.10159601457417011,4608,2560,2048,2048,10,32,16,1024,15872,79360,15872
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,63,6,7,17650160,0.7245163917541504,1.0263571739196777,512,256,256,4,0.3038241546601057,0.0,0.018385471776127815,0.19589131325483322,0.08954736962914467,5120,3072,2048,2048,12,32,16,1024,16128,96768,16128
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,64,1,7,17650160,0.7890625,0.9623739719390869,512,256,256,4,0.18484941683709621,0.0,0.022334003821015358,0.06362254172563553,0.09889287129044533,2560,512,2048,2048,2,32,16,1024,16384,16384,16384
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,65,2,7,17650160,0.7632211446762085,0.9714390635490417,512,256,256,4,0.21109036728739738,0.0,0.019987089559435844,0.08727171458303928,0.10383156314492226,3072,1024,2048,2048,4,32,16,1024,16640,33280,16640
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,66,2,7,17650160,0.7783498764038086,0.9010311365127563,512,256,256,4,0.19539585150778294,0.0,0.020212817937135696,0.08542278781533241,0.08976024575531483,3072,1024,2048,2048,4,32,16,1024,16896,33792,16896
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,full_replay_integrator_20_epochs,66,2,7,17650160,0.7935606241226196,0.8944329619407654,16896,16896,0,20,12.294028220698237,0.08822665549814701,0.015869958326220512,0.5430025905370712,11.646929016336799,371712,33792,337920,337920,18,2640,2640,33792,16896,33792,16896
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,67,3,7,17650160,0.7660914063453674,0.8998512029647827,512,256,256,4,0.2356226146221161,0.0,0.02403542585670948,0.11511785537004471,0.0964693333953619,3584,1536,2048,2048,6,32,16,1024,17152,51456,17152
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,68,2,7,17650160,0.7933708429336548,0.8244255185127258,512,256,256,4,0.2070828415453434,0.0,0.023819878697395325,0.0888769943267107,0.09438596852123737,3072,1024,2048,2048,4,32,16,1024,17408,34816,17408
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,69,3,7,17650160,0.7751924991607666,0.909676730632782,512,256,256,4,0.22945028357207775,0.0,0.02144213579595089,0.11344437301158905,0.09456377476453781,3584,1536,2048,2048,6,32,16,1024,17664,52992,17664
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,70,3,7,17650160,0.7627789974212646,0.9150437712669373,512,256,256,4,0.23281779326498508,0.0,0.026806889101862907,0.11331276409327984,0.09269814006984234,3584,1536,2048,2048,6,32,16,1024,17920,53760,17920
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,71,4,7,17650160,0.7558318376541138,0.9782288074493408,512,256,256,4,0.25886619836091995,0.0,0.02188064157962799,0.14091908000409603,0.09606647677719593,4096,2048,2048,2048,8,32,16,1024,18176,72704,18176
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,72,2,7,17650160,0.7829318642616272,0.8436963558197021,512,256,256,4,0.19547718204557896,0.0,0.021533947438001633,0.08706009015440941,0.08688314445316792,3072,1024,2048,2048,4,32,16,1024,18432,36864,18432
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,73,3,7,17650160,0.7756314277648926,0.8545185923576355,512,256,256,4,0.2208051048219204,0.0,0.021695846691727638,0.1122447419911623,0.08686451613903046,3584,1536,2048,2048,6,32,16,1024,18688,56064,18688
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,74,3,7,17650160,0.7646220326423645,0.9018387794494629,512,256,256,4,0.23136450164020061,0.0,0.023580553010106087,0.11309980973601341,0.09468413889408112,3584,1536,2048,2048,6,32,16,1024,18944,56832,18944
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,75,4,7,17650160,0.7668229341506958,0.8943579196929932,512,256,256,4,0.2695715855807066,0.0,0.02632966823875904,0.1424807421863079,0.10076117515563965,4096,2048,2048,2048,8,32,16,1024,19200,76800,19200
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,76,3,7,17650160,0.7793996930122375,0.8640562295913696,512,256,256,4,0.2379090879112482,0.0,0.029334276914596558,0.11382687091827393,0.09474794007837772,3584,1536,2048,2048,6,32,16,1024,19456,58368,19456
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,77,4,7,17650160,0.764711856842041,0.8899895548820496,512,256,256,4,0.27370248176157475,0.0,0.029267026111483574,0.14289195463061333,0.10154350101947784,4096,2048,2048,2048,8,32,16,1024,19712,78848,19712
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,78,4,7,17650160,0.771484375,0.8839375376701355,512,256,256,4,0.26847537606954575,0.0,0.029218772426247597,0.1408726517111063,0.09838395193219185,4096,2048,2048,2048,8,32,16,1024,19968,79872,19968
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,79,5,7,17650160,0.7542029023170471,0.9500415921211243,512,256,256,4,0.29305876418948174,0.0,0.028583979234099388,0.1688205599784851,0.09565422497689724,4608,2560,2048,2048,10,32,16,1024,20224,101120,20224
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,80,2,7,17650160,0.7822265625,0.8309891819953918,512,256,256,4,0.2142987847328186,0.0,0.0298484917730093,0.0858294889330864,0.09862080402672291,3072,1024,2048,2048,4,32,16,1024,20480,40960,20480
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,81,3,7,17650160,0.7796585559844971,0.8782208561897278,512,256,256,4,0.23713171295821667,0.0,0.029583927243947983,0.11471974849700928,0.09282803721725941,3584,1536,2048,2048,6,32,16,1024,20736,62208,20736
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,82,3,7,17650160,0.7626238465309143,0.9517094492912292,512,256,256,4,0.23457237146794796,0.0,0.02960866503417492,0.11508712358772755,0.0898765828460455,3584,1536,2048,2048,6,32,16,1024,20992,62976,20992
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,83,4,7,17650160,0.7564476728439331,0.9914544224739075,512,256,256,4,0.26634313724935055,0.0,0.029839206486940384,0.1424592211842537,0.09404470957815647,4096,2048,2048,2048,8,32,16,1024,21248,84992,21248
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,84,3,7,17650160,0.755487322807312,0.8998371958732605,512,256,256,4,0.2411060892045498,0.0,0.031012052670121193,0.11570548079907894,0.09438855573534966,3584,1536,2048,2048,6,32,16,1024,21504,64512,21504
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,85,4,7,17650160,0.7463235259056091,0.949763298034668,512,256,256,4,0.2674676235765219,0.0,0.030753260478377342,0.14529943093657494,0.0914149321615696,4096,2048,2048,2048,8,32,16,1024,21760,87040,21760
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,86,4,7,17650160,0.7352380156517029,0.9838718175888062,512,256,256,4,0.26471325755119324,0.0,0.03076273947954178,0.14096772484481335,0.09298279322683811,4096,2048,2048,2048,8,32,16,1024,22016,88064,22016
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,87,5,7,17650160,0.7466774582862854,0.9464636445045471,512,256,256,4,0.29745867662131786,0.0,0.029777387157082558,0.1700414214283228,0.09763986803591251,4608,2560,2048,2048,10,32,16,1024,22272,111360,22272
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,88,3,7,17650160,0.7802290320396423,0.8263431191444397,512,256,256,4,0.24333865754306316,0.0,0.032091496512293816,0.11487938277423382,0.09636777825653553,3584,1536,2048,2048,6,32,16,1024,22528,67584,22528
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,89,4,7,17650160,0.7517555952072144,0.9441821575164795,512,256,256,4,0.26043530367314816,0.0,0.027743559330701828,0.1397601179778576,0.09293162636458874,4096,2048,2048,2048,8,32,16,1024,22784,91136,22784
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,90,4,7,17650160,0.7569010257720947,0.9217589497566223,512,256,256,4,0.2730016466230154,0.0,0.03325643204152584,0.14321795105934143,0.09652726352214813,4096,2048,2048,2048,8,32,16,1024,23040,92160,23040
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,91,5,7,17650160,0.7580700516700745,0.9909393191337585,512,256,256,4,0.2869373392313719,0.0,0.032748868688941,0.16807255521416664,0.08611591532826424,4608,2560,2048,2048,10,32,16,1024,23296,116480,23296
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,92,4,7,17650160,0.763332188129425,0.9564782977104187,512,256,256,4,0.27121666446328163,0.0,0.033947188407182693,0.14542381651699543,0.09184565953910351,4096,2048,2048,2048,8,32,16,1024,23552,94208,23552
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,93,5,7,17650160,0.7470178008079529,0.9488966464996338,512,256,256,4,0.296110725030303,0.0,0.03477828577160835,0.17101566679775715,0.0903167724609375,4608,2560,2048,2048,10,32,16,1024,23808,119040,23808
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,94,5,7,17650160,0.7404006123542786,1.0061079263687134,512,256,256,4,0.30046408995985985,0.0,0.03338918462395668,0.16709484718739986,0.0999800581485033,4608,2560,2048,2048,10,32,16,1024,24064,120320,24064
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,95,6,7,17650160,0.7290295958518982,1.0566425323486328,512,256,256,4,0.32854534313082695,0.0,0.03253800608217716,0.19602572545409203,0.09998161159455776,5120,3072,2048,2048,12,32,16,1024,24320,145920,24320
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,96,2,7,17650160,0.7372233271598816,0.9630215167999268,512,256,256,4,0.21570116095244884,0.0,0.034372925758361816,0.0847383439540863,0.09658989124000072,3072,1024,2048,2048,4,32,16,1024,24576,49152,24576
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,97,3,7,17650160,0.7435969710350037,0.9631502032279968,512,256,256,4,0.2543556485325098,0.0,0.03652196377515793,0.12025386095046997,0.0975798238068819,3584,1536,2048,2048,6,32,16,1024,24832,74496,24832
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,98,3,7,17650160,0.7348533272743225,1.0235518217086792,512,256,256,4,0.2501819208264351,0.0,0.03558428958058357,0.11260043829679489,0.10199719294905663,3584,1536,2048,2048,6,32,16,1024,25088,75264,25088
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,99,4,7,17650160,0.7380050420761108,0.9883690476417542,512,256,256,4,0.2784683369100094,0.0,0.03640419617295265,0.15130462870001793,0.0907595120370388,4096,2048,2048,2048,8,32,16,1024,25344,101376,25344
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,integrator_uniform_replay,100,3,7,17650160,0.750195324420929,0.9624767303466797,512,256,256,4,0.2466015424579382,0.0,0.03781868889927864,0.11416031420230865,0.0946225393563509,3584,1536,2048,2048,6,32,16,1024,25600,76800,25600
large_model_standard_samples,"4× parameters, standard samples",current_run,one_node_per_level,1,0,1,9541274,full_replay_integrator_20_epochs,100,3,7,17650160,0.794140636920929,1.0980406999588013,25600,25600,0,20,19.103164229542017,0.08967479318380356,0.030404197052121162,1.0044779758900404,17.978607263416052,588800,76800,512000,512000,39,4000,4000,51200,25600,76800,25600
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,1,1,7,17650160,0.85546875,0.9178190231323242,512,512,0,4,0.18951352685689926,0.08060299046337605,0.0,0.03594367951154709,0.07296685688197613,2560,512,2048,2048,1,16,16,1024,256,256,256
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,full_replay_integrator_20_epochs,1,1,7,17650160,0.83203125,0.9007687568664551,512,512,0,20,0.4683752730488777,0.0864520650357008,0.00041016004979610443,0.03166783228516579,0.349845215678215,10752,512,10240,10240,1,80,80,1024,256,256,256
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,2,1,7,17650160,0.87109375,0.8816598057746887,1024,512,512,4,0.26074005477130413,0.0,0.0017331726849079132,0.06574465148150921,0.193262230604887,5120,1024,4096,4096,2,64,32,2048,512,512,512
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,full_replay_integrator_20_epochs,2,1,7,17650160,0.8515625,0.7409746050834656,1024,1024,0,20,0.8550426885485649,0.0980865154415369,0.0006462074816226959,0.03738691657781601,0.7189230490475893,21504,1024,20480,20480,1,160,160,2048,512,512,512
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,3,2,7,17650160,0.8203125,0.8410009741783142,1024,512,512,4,0.280098307877779,0.0,0.0026349909603595734,0.09271892718970776,0.18474438972771168,6144,2048,4096,4096,4,64,32,2048,768,1536,768
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,4,1,7,17650160,0.8466796875,0.7474079728126526,1024,512,512,4,0.25633720494806767,0.0,0.0026348326355218887,0.06218520179390907,0.1915171705186367,5120,1024,4096,4096,2,64,32,2048,1024,1024,1024
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,full_replay_integrator_20_epochs,4,1,7,17650160,0.849609375,0.6125059723854065,2048,2048,0,20,1.5434672236442566,0.08242183737456799,0.0010778270661830902,0.05986064299941063,1.4001069162040949,43008,2048,40960,40960,1,320,320,4096,1024,1024,1024
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,5,2,7,17650160,0.758593738079071,0.8710981607437134,1024,512,512,4,0.2897665314376354,0.0,0.0041595399379730225,0.09557425044476986,0.19003274105489254,6144,2048,4096,4096,4,64,32,2048,1280,2560,1280
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,6,2,7,17650160,0.8177083134651184,0.7740569114685059,1024,512,512,4,0.2921809833496809,0.0,0.004692675545811653,0.09301855228841305,0.1944697555154562,6144,2048,4096,4096,4,64,32,2048,1536,3072,1536
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,7,3,7,17650160,0.8186383843421936,0.7347286939620972,1024,512,512,4,0.32730168104171753,0.0,0.005533501505851746,0.12299687415361404,0.19877130538225174,7168,3072,4096,4096,6,64,32,2048,1792,5376,1792
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,8,1,7,17650160,0.84375,0.6841952800750732,1024,512,512,4,0.25867369771003723,0.0,0.005604466423392296,0.0615184772759676,0.19155075401067734,5120,1024,4096,4096,2,64,32,2048,2048,2048,2048
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,full_replay_integrator_20_epochs,8,1,7,17650160,0.8564453125,0.5251286029815674,4096,4096,0,20,3.0150214787572622,0.07567561976611614,0.00213414803147316,0.1169277261942625,2.8202839847654104,86016,4096,81920,81920,2,640,640,8192,2048,2048,2048
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,9,2,7,17650160,0.82421875,0.7483513355255127,1024,512,512,4,0.2880087345838547,0.0,0.006208436563611031,0.09238900244235992,0.18941129557788372,6144,2048,4096,4096,4,64,32,2048,2304,4608,2304
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,10,2,7,17650160,0.833203136920929,0.7538312673568726,1024,512,512,4,0.28720330260694027,0.0,0.007204260677099228,0.09132286347448826,0.18867617845535278,6144,2048,4096,4096,4,64,32,2048,2560,5120,2560
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,full_replay_integrator_20_epochs,10,2,7,17650160,0.8492187261581421,0.7481108903884888,5120,5120,0,20,3.8169762156903744,0.09448913484811783,0.002670830115675926,0.17235834524035454,3.547457905486226,112640,10240,102400,102400,6,800,800,10240,2560,5120,2560
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,11,3,7,17650160,0.8355823755264282,0.6962608695030212,1024,512,512,4,0.3198512624949217,0.0,0.0094507597386837,0.12189357914030552,0.18850692361593246,7168,3072,4096,4096,6,64,32,2048,2816,8448,2816
large_model_double_samples,"4× parameters, doubled samples",current_run,one_node_per_level,1,0,2,9541274,integrator_uniform_replay,12,2,7,17650160,0.8470051884651184,0.6253958940505981,1024,512,512,4,0.2962578386068344,0.0,0.009265240281820297,0.09283335693180561,0.1941592413932085,6144,2048,4096,4096,4,64,32,2048,3072,6144,3072
